,ap_name,year,D_cancel,A_cancel,D_divert,A_divert,D_4met,A_4met,%on/t_gate_D,%on/t_ap_D,%on/t_gate_A,avg_taxi_out_time,avg_taxi_out_del,avg_ap_D_del,avg_airborne_del,avg_taxi_in_del,avg_block_del,avg_gate_A_del
618,PVD,2010.0,382.0,367.0,44.0,38.0,14802,14837,0.8128,0.7919,0.7853,11.9,2.32,11.52,2.67,0.68,2.88,10.95
619,PVD,2011.0,421.0,392.0,37.0,26.0,14769,14859,0.7944,0.7699,0.7574,11.77,2.5,12.97,3.07,0.73,3.12,12.86
620,PVD,2012.0,194.0,165.0,37.0,37.0,14458,14632,0.7738,0.7484,0.7484,11.89,2.64,14.33,3.35,0.77,3.3,13.57
621,PVD,2013.0,212.0,188.0,33.0,21.0,15601,15682,0.7692,0.7362,0.7587,12.51,3.14,15.98,3.23,0.84,3.2,12.85
622,PVD,2014.0,256.0,235.0,44.0,21.0,15346,15242,0.7754,0.7483,0.7683,12.5,2.72,15.76,2.89,0.95,2.91,12.66
623,RDU,2004.0,1597.0,1559.0,139.0,105.0,16231,16208,0.7632,0.7332,0.7512,12.67,2.74,16.29,3.19,0.99,3.78,13.81
624,RDU,2005.0,1235.0,1269.0,182.0,91.0,11349,11393,0.7967,0.7554,0.7633,12.94,3.73,14.82,4.08,0.72,2.55,13.08
625,RDU,2006.0,1167.0,1156.0,178.0,131.0,42324,42517,0.7917,0.7522,0.7621,12.12,3.41,15.03,4.14,0.88,2.97,13.36
626,RDU,2007.0,1434.0,1400.0,198.0,81.0,38925,39178,0.7857,0.7539,0.7516,11.8,3.05,15.1,3.69,0.79,2.89,13.99
627,RDU,2008.0,1253.0,1185.0,136.0,91.0,38544,38598,0.7536,0.711,0.705,12.15,3.32,19.15,3.75,0.94,3.1,17.67
628,RDU,2009.0,845.0,791.0,109.0,71.0,34486,34449,0.778,0.7426,0.7553,12.14,3.05,17.02,3.7,0.8,2.74,14.73
629,RDU,2010.0,1207.0,1134.0,115.0,73.0,30672,30647,0.7929,0.7594,0.7815,11.88,2.88,15.62,3.35,0.79,2.44,12.26
630,RDU,2011.0,1020.0,923.0,99.0,63.0,29377,29257,0.8011,0.7577,0.77,12.3,3.03,14.29,3.51,0.63,2.58,12.7
631,RDU,2012.0,679.0,620.0,88.0,56.0,28435,28405,0.7802,0.7535,0.7676,12.0,2.44,16.16,3.27,0.7,2.24,13.97
632,RDU,2013.0,926.0,855.0,95.0,65.0,24534,24491,0.7971,0.7779,0.7784,11.22,1.89,14.19,2.93,0.66,2.11,12.56
633,RDU,2014.0,1156.0,1019.0,82.0,66.0,23919,23904,0.7783,0.7359,0.7522,12.02,3.14,16.49,2.62,0.69,2.47,14.02
634,RFD,2006.0,9.0,11.0,2.0,8.0,22281,21619,0.7845,0.7601,0.7381,11.61,1.98,14.73,2.5,0.66,2.15,15.11
635,RFD,2007.0,4.0,7.0,2.0,11.0,91681,92066,0.7774,0.7437,0.7482,12.25,3.27,15.22,2.39,1.17,3.47,14.07
636,RFD,2008.0,5.0,2.0,0.0,5.0,92688,92884,0.7808,0.7412,0.7541,12.41,3.49,15.22,2.32,1.23,3.02,13.8
637,RFD,2011.0,0.0,0.0,0.0,0.0,88135,88308,0.7544,0.7122,0.7248,13.08,3.76,17.55,2.47,1.16,3.55,15.98
638,RFD,2012.0,1.0,1.0,0.0,0.0,92590,92877,0.7479,0.7038,0.7127,13.49,3.85,18.67,2.64,1.39,3.54,17.23
639,RFD,2013.0,0.0,0.0,0.0,0.0,82686,82877,0.7737,0.7241,0.7281,13.82,4.08,17.59,2.83,1.34,3.79,16.46
640,RSW,2004.0,270.0,230.0,48.0,56.0,73183,73439,0.798,0.7486,0.7757,14.18,4.07,15.83,2.66,1.12,3.29,13.07
641,RSW,2005.0,349.0,331.0,63.0,34.0,70023,70222,0.7987,0.7516,0.7737,13.87,3.53,15.03,2.6,0.97,2.63,13.01
642,RSW,2006.0,179.0,152.0,89.0,70.0,71200,71153,0.7824,0.7408,0.7668,13.68,3.2,16.04,2.44,0.86,2.69,13.63
643,RSW,2007.0,247.0,231.0,79.0,48.0,68663,68555,0.8108,0.7708,0.7992,13.58,3.15,14.05,2.16,0.93,2.11,11.53
644,RSW,2008.0,250.0,220.0,79.0,67.0,67514,67182,0.7843,0.7276,0.7636,14.42,4.14,16.86,2.25,1.28,2.74,13.8
645,RSW,2009.0,163.0,140.0,80.0,40.0,67367,67330,0.7563,0.7179,0.752,13.67,2.83,17.11,2.47,0.9,2.8,14.55
646,RSW,2010.0,347.0,323.0,64.0,57.0,1946,1935,0.6912,0.6598,0.7907,7.04,1.78,14.5,2.27,0.81,3.6,11.39
647,RSW,2011.0,296.0,241.0,88.0,73.0,7951,7856,0.7536,0.7214,0.7514,7.57,2.21,12.7,1.64,0.62,3.16,12.01
648,RSW,2012.0,189.0,165.0,48.0,43.0,8649,8564,0.6907,0.6568,0.7287,7.96,2.32,15.1,2.16,0.85,4.08,13.46
649,RSW,2013.0,156.0,138.0,76.0,59.0,9005,8979,0.684,0.6338,0.7453,8.53,2.35,15.39,2.31,0.77,4.57,13.18
650,RSW,2014.0,384.0,350.0,92.0,82.0,8074,8011,0.6886,0.6417,0.7445,8.52,2.31,16.28,2.19,0.76,4.26,13.16
651,SAN,2004.0,944.0,748.0,165.0,243.0,6156,6016,0.7854,0.7508,0.7947,7.81,1.65,12.11,1.79,0.25,3.06,10.21
652,SAN,2005.0,926.0,768.0,137.0,202.0,5439,5401,0.7404,0.7038,0.7413,8.63,2.12,14.79,1.77,0.38,2.55,12.28
653,SAN,2006.0,1219.0,1060.0,171.0,338.0,5094,5052,0.7899,0.7905,0.7838,10.67,0.1,10.63,1.46,0.02,1.74,10.49
654,SAN,2007.0,1142.0,1013.0,236.0,150.0,4856,4762,0.793,0.7807,0.7934,10.51,0.48,10.22,1.24,0.03,1.46,10.22
655,SAN,2008.0,1251.0,1048.0,201.0,359.0,4570,4445,0.754,0.7425,0.766,11.15,0.31,12.75,1.41,0.02,1.97,11.25
656,SAN,2009.0,768.0,653.0,148.0,219.0,4500,4481,0.7836,0.7702,0.8076,11.34,0.27,11.79,2.18,0.0,2.64,11.05
657,SAN,2010.0,858.0,743.0,128.0,220.0,9204,9199,0.8228,0.8101,0.756,12.93,2.09,11.69,1.64,0.82,3.39,13.63
658,SAN,2011.0,1031.0,884.0,120.0,172.0,39361,39446,0.7828,0.7557,0.7208,13.46,2.76,14.55,2.1,1.6,4.89,14.91
659,SAN,2012.0,987.0,830.0,121.0,253.0,38541,38574,0.7949,0.7687,0.7364,12.88,2.44,13.94,2.49,1.79,4.82,13.96
660,SAN,2013.0,956.0,839.0,133.0,228.0,40564,40640,0.7825,0.7528,0.7281,12.63,2.64,15.27,2.62,1.41,4.86,14.86
661,SAN,2014.0,1010.0,931.0,155.0,183.0,38640,38758,0.8106,0.7892,0.7679,12.21,2.21,13.54,2.05,0.54,4.4,13.18
662,SAT,2004.0,555.0,499.0,51.0,52.0,35902,35903,0.8298,0.8077,0.7976,11.98,2.2,11.86,2.3,0.75,3.7,11.06
663,SAT,2005.0,525.0,502.0,66.0,31.0,36391,36472,0.833,0.81,0.7882,11.97,2.23,12.01,2.46,0.86,3.58,11.72
664,SAT,2006.0,474.0,410.0,94.0,44.0,36450,36385,0.8199,0.7929,0.7812,12.13,2.42,12.89,2.28,0.94,3.67,12.27
665,SAT,2007.0,721.0,660.0,99.0,113.0,34601,34659,0.8523,0.8297,0.811,11.97,2.24,10.33,2.13,0.88,3.24,10.36
666,SAT,2008.0,542.0,505.0,99.0,40.0,35396,35252,0.8139,0.788,0.7735,12.21,2.34,13.25,2.19,1.03,3.88,12.59
667,SAT,2009.0,253.0,207.0,93.0,61.0,34687,34572,0.7816,0.7525,0.7558,12.31,2.45,15.67,2.61,1.02,3.93,14.58
668,SAT,2010.0,316.0,292.0,77.0,72.0,96361,95914,0.8296,0.795,0.7877,12.86,3.49,11.21,2.62,0.94,3.04,11.05
669,SAT,2011.0,418.0,373.0,97.0,59.0,102281,101518,0.8202,0.776,0.7774,13.3,3.81,12.15,2.63,1.16,3.22,11.49
670,SAT,2012.0,303.0,243.0,64.0,65.0,102803,102972,0.8189,0.777,0.7733,13.18,3.5,12.15,2.55,1.0,3.11,11.49
671,SAT,2013.0,386.0,330.0,70.0,88.0,106794,107009,0.8176,0.7655,0.7727,13.79,4.03,13.0,2.73,1.09,2.96,12.26
672,SAT,2014.0,458.0,389.0,80.0,84.0,103786,104107,0.8091,0.7654,0.7727,13.62,3.75,13.61,2.66,0.98,3.19,12.36
673,SDF,2004.0,421.0,359.0,43.0,44.0,91757,92101,0.83,0.8021,0.8048,12.95,3.04,11.45,2.61,0.89,2.51,10.11
674,SDF,2005.0,342.0,314.0,51.0,19.0,87436,87619,0.8166,0.7808,0.804,12.88,3.11,12.35,2.37,0.86,2.21,10.3
675,SDF,2006.0,226.0,189.0,52.0,32.0,85528,85655,0.8161,0.7803,0.7936,12.92,3.17,12.54,2.02,0.83,2.52,11.03
676,SDF,2007.0,440.0,399.0,46.0,12.0,86058,86414,0.8273,0.7819,0.8065,13.37,3.63,12.91,1.96,1.06,2.13,10.76
677,SDF,2008.0,405.0,360.0,60.0,31.0,86848,87415,0.802,0.7573,0.7791,13.52,3.71,13.83,1.95,0.97,2.39,11.87
678,SDF,2009.0,276.0,238.0,42.0,36.0,90092,90007,0.7792,0.7378,0.7647,13.68,3.58,15.2,2.1,0.87,2.46,13.07
679,SDF,2010.0,326.0,288.0,46.0,22.0,53755,54414,0.7849,0.7684,0.751,9.97,2.37,13.48,2.88,0.68,3.35,13.0
680,SDF,2011.0,259.0,241.0,35.0,39.0,53524,54155,0.7943,0.7735,0.7637,10.08,2.36,12.83,2.67,0.97,2.79,12.23
681,SDF,2012.0,164.0,140.0,34.0,21.0,56908,57817,0.7895,0.7691,0.7511,10.51,2.42,13.42,2.75,0.85,3.03,13.31
682,SDF,2013.0,262.0,213.0,51.0,26.0,59403,60046,0.7702,0.7403,0.7189,11.11,2.66,15.21,3.28,0.95,3.63,15.26
683,SDF,2014.0,434.0,383.0,54.0,15.0,58527,58757,0.7904,0.7636,0.7442,11.2,2.58,14.01,2.56,0.94,3.14,14.02
684,SEA,2004.0,1280.0,1366.0,246.0,179.0,52057,52241,0.8059,0.7851,0.7788,10.55,1.95,12.29,2.66,0.8,2.55,12.23
685,SEA,2005.0,1006.0,1161.0,195.0,178.0,52583,52984,0.7948,0.7721,0.764,10.57,2.1,12.98,2.36,0.92,2.45,13.12
686,SEA,2006.0,913.0,1052.0,227.0,180.0,52547,52923,0.8078,0.7782,0.7862,11.22,2.63,12.81,1.71,0.97,2.25,11.94
687,SEA,2007.0,1077.0,1242.0,253.0,197.0,53839,53996,0.8082,0.7789,0.784,11.39,2.74,12.58,1.69,1.1,2.45,11.76
688,SEA,2008.0,1142.0,1163.0,264.0,175.0,53652,54020,0.782,0.76,0.7557,11.14,2.15,13.44,1.68,0.86,2.66,13.21
689,SEA,2009.0,487.0,460.0,245.0,181.0,53144,53325,0.7601,0.7356,0.7323,11.07,2.07,14.86,2.17,1.02,2.84,15.2
690,SEA,2010.0,480.0,458.0,253.0,94.0,71480,71254,0.6908,0.6431,0.7361,11.73,3.13,16.62,3.14,1.09,4.52,13.33
691,SEA,2011.0,509.0,509.0,203.0,127.0,74853,74918,0.6405,0.5939,0.7037,11.85,3.39,18.97,3.17,1.49,4.82,14.63
692,SEA,2012.0,658.0,671.0,236.0,117.0,72888,72864,0.6283,0.5702,0.6786,13.09,3.95,20.27,3.52,1.67,5.65,15.97
693,SEA,2013.0,423.0,441.0,201.0,184.0,76091,75865,0.7061,0.6413,0.7182,12.91,3.34,17.54,3.4,1.17,4.63,14.6
694,SEA,2014.0,502.0,543.0,272.0,98.0,69842,69458,0.7034,0.645,0.7157,12.7,3.03,17.72,3.51,1.29,5.13,14.97
695,SFO,2004.0,1768.0,1987.0,250.0,139.0,63330,62958,0.7311,0.6821,0.7467,12.57,2.59,16.18,2.99,0.93,4.18,12.52
696,SFO,2005.0,1644.0,1865.0,274.0,138.0,65983,65408,0.7105,0.6739,0.729,12.62,2.49,16.54,3.23,0.88,3.98,13.52
697,SFO,2006.0,2361.0,2530.0,238.0,129.0,66057,65376,0.7105,0.6952,0.7288,11.91,1.58,15.48,3.22,0.6,3.98,13.58
698,SFO,2007.0,2550.0,2753.0,332.0,162.0,64282,63257,0.7131,0.6973,0.7286,11.95,1.48,15.04,2.75,0.73,3.45,13.24
699,SFO,2008.0,2790.0,2984.0,342.0,243.0,65029,63796,0.7236,0.6863,0.7131,12.54,2.05,16.02,2.45,0.75,3.53,14.23
700,SFO,2009.0,1631.0,1860.0,302.0,194.0,64316,63805,0.715,0.6778,0.727,12.39,1.71,16.43,2.28,0.71,3.62,14.26
701,SFO,2010.0,2702.0,2934.0,365.0,352.0,175769,175080,0.8173,0.7812,0.8107,13.17,2.98,12.34,3.72,1.14,3.13,10.27
702,SFO,2011.0,2859.0,3019.0,324.0,321.0,167561,167023,0.7911,0.7512,0.776,13.29,3.17,14.04,3.63,1.44,3.19,12.53
703,SFO,2012.0,4014.0,4232.0,383.0,338.0,166479,167019,0.7927,0.7469,0.7632,14.62,3.8,14.28,3.78,1.5,4.15,13.06
704,SFO,2013.0,3318.0,3503.0,431.0,476.0,167658,167931,0.7771,0.7152,0.7437,15.53,4.04,15.54,4.18,1.29,4.66,14.16
705,SFO,2014.0,4257.0,4493.0,441.0,375.0,166460,167035,0.8173,0.7716,0.7763,15.77,3.57,12.93,4.38,1.47,4.33,12.19
706,SJC,2004.0,849.0,797.0,83.0,83.0,154524,154814,0.867,0.8208,0.833,15.5,3.39,10.13,3.7,1.85,3.36,9.03
707,SJC,2005.0,764.0,691.0,87.0,43.0,152846,153105,0.8708,0.8449,0.848,14.32,2.39,8.96,3.1,1.17,2.64,8.67
708,SJC,2006.0,753.0,669.0,94.0,103.0,153354,153779,0.8786,0.8503,0.8456,14.09,2.58,8.65,2.83,0.96,2.9,8.56
709,SJC,2007.0,737.0,678.0,108.0,57.0,151109,150604,0.8806,0.8507,0.8577,14.05,2.6,8.86,2.56,1.32,2.73,8.05
710,SJC,2008.0,806.0,759.0,111.0,87.0,154456,153310,0.8626,0.8212,0.8413,14.54,3.24,10.09,2.23,1.86,3.42,8.76
711,SJC,2009.0,535.0,517.0,62.0,30.0,165858,165955,0.848,0.8063,0.8245,14.79,3.18,10.87,2.75,1.82,3.88,9.86
712,SJC,2010.0,380.0,351.0,72.0,43.0,162677,166132,0.8245,0.767,0.7627,15.8,4.41,12.84,2.77,1.15,3.93,13.28
713,SJC,2011.0,489.0,450.0,60.0,71.0,162913,164784,0.7958,0.7376,0.7438,15.72,4.15,15.17,2.91,1.32,4.06,15.25
714,SJC,2012.0,398.0,361.0,49.0,33.0,166306,168661,0.7467,0.6851,0.7019,16.1,4.39,17.91,3.08,1.38,4.8,17.17
715,SJC,2013.0,432.0,403.0,60.0,25.0,174691,174929,0.7459,0.6652,0.6959,17.32,5.25,19.36,3.42,1.6,4.8,18.14
716,SJC,2014.0,428.0,391.0,70.0,34.0,180476,180799,0.7532,0.691,0.7007,17.2,4.51,19.52,3.59,1.77,4.72,19.46
717,SJU,2004.0,330.0,289.0,55.0,28.0,178369,178980,0.7844,0.7347,0.7412,16.51,3.87,16.32,3.66,1.53,3.92,16.75
718,SJU,2005.0,315.0,282.0,64.0,36.0,181495,181856,0.7549,0.7063,0.7176,16.0,3.73,18.88,3.65,1.73,3.89,19.17
719,SJU,2006.0,257.0,233.0,63.0,44.0,189552,190242,0.7655,0.6995,0.7165,16.43,4.4,18.24,3.66,2.15,3.84,18.37
720,SJU,2007.0,307.0,278.0,70.0,42.0,199751,200238,0.7294,0.6413,0.6978,17.48,5.32,21.86,3.24,3.07,3.69,21.01
721,SJU,2008.0,238.0,197.0,78.0,29.0,198131,198877,0.7623,0.7034,0.727,16.43,4.13,18.08,2.99,2.23,3.27,18.44
722,SJU,2009.0,199.0,159.0,57.0,58.0,206374,205946,0.736,0.6458,0.6993,17.84,5.59,20.69,3.2,2.17,3.71,19.65
723,SJU,2010.0,258.0,207.0,82.0,45.0,75631,76805,0.8063,0.7764,0.783,12.05,3.07,11.97,2.64,0.82,2.58,11.3
724,SJU,2011.0,240.0,201.0,101.0,55.0,72696,73263,0.8011,0.7849,0.7688,11.08,2.19,11.43,2.68,1.08,2.67,11.87
725,SJU,2012.0,174.0,141.0,62.0,41.0,73196,73856,0.7908,0.7599,0.7588,11.92,3.06,12.65,2.47,0.99,2.94,12.25
726,SJU,2013.0,127.0,94.0,65.0,64.0,73741,74273,0.7988,0.7761,0.7649,11.5,2.31,11.75,2.25,0.81,2.63,12.24
727,SJU,2014.0,280.0,241.0,72.0,31.0,67435,67891,0.816,0.7987,0.7831,11.11,2.15,11.27,1.97,0.92,2.52,11.44
728,SLC,2004.0,1547.0,1931.0,273.0,93.0,57650,57930,0.8437,0.8324,0.8189,10.55,1.74,9.1,1.61,0.92,1.9,9.18
729,SLC,2005.0,1685.0,2222.0,337.0,115.0,52042,52357,0.7955,0.7859,0.7883,10.18,1.59,11.07,1.65,0.73,2.13,10.69
730,SLC,2006.0,1027.0,1325.0,285.0,93.0,51848,52070,0.8084,0.7917,0.7975,10.2,1.83,10.99,1.36,0.68,2.05,10.37
731,SLC,2007.0,1123.0,1482.0,353.0,82.0,50458,50521,0.8317,0.8131,0.8277,10.48,2.1,9.92,1.39,0.78,1.8,8.87
732,SLC,2008.0,1089.0,1335.0,414.0,172.0,52414,52518,0.7862,0.763,0.7797,11.01,2.28,12.29,1.33,0.71,2.02,11.31
733,SLC,2009.0,734.0,1000.0,447.0,190.0,55558,55523,0.7589,0.737,0.7487,11.06,2.14,13.93,1.8,0.7,2.46,13.09
734,SLC,2010.0,1006.0,1431.0,483.0,241.0,60371,56735,0.8019,0.7794,0.7984,13.84,2.27,12.43,1.88,0.79,3.39,12.28
735,SLC,2011.0,801.0,1145.0,387.0,163.0,57736,54870,0.7789,0.7464,0.7604,14.14,3.03,14.43,1.63,1.36,4.04,14.65
736,SLC,2012.0,473.0,754.0,312.0,62.0,55707,52948,0.8054,0.7446,0.7611,15.75,4.28,14.34,1.73,1.29,4.19,14.17
737,SLC,2013.0,869.0,1139.0,301.0,291.0,47987,47246,0.8014,0.7522,0.7414,15.22,3.16,14.97,1.55,1.71,4.09,16.31
738,SLC,2014.0,573.0,801.0,278.0,103.0,44493,43448,0.8004,0.781,0.7533,14.22,1.85,13.59,1.64,1.25,3.75,15.18
739,SMF,2004.0,447.0,406.0,76.0,92.0,48418,46678,0.8168,0.8015,0.7999,13.29,1.43,12.28,1.22,0.95,2.88,11.77
740,SMF,2005.0,387.0,346.0,69.0,69.0,47314,45781,0.7967,0.7815,0.7719,13.04,1.39,13.0,1.65,1.32,3.53,13.4
741,SMF,2006.0,541.0,476.0,76.0,55.0,42803,42401,0.8179,0.7934,0.7899,13.23,1.96,12.07,1.45,1.57,3.67,12.28
742,SMF,2007.0,551.0,494.0,100.0,53.0,44716,43985,0.8417,0.8228,0.8181,13.15,1.82,10.55,1.41,1.33,2.89,10.64
743,SMF,2008.0,507.0,457.0,112.0,63.0,42902,42175,0.8058,0.7808,0.784,13.56,2.2,13.52,1.78,1.41,2.86,12.96
744,SMF,2009.0,344.0,324.0,58.0,24.0,43671,42965,0.8056,0.7784,0.7815,12.89,1.88,13.13,1.81,1.0,2.93,12.79
745,SMF,2010.0,493.0,451.0,95.0,34.0,161528,160765,0.833,0.7503,0.8062,15.88,5.03,12.78,3.08,1.53,3.73,10.23
746,SMF,2011.0,538.0,506.0,74.0,59.0,186361,184974,0.8237,0.743,0.8195,16.25,4.8,12.77,2.94,1.84,3.07,9.47
747,SMF,2012.0,465.0,440.0,74.0,35.0,205054,169156,0.8292,0.7278,0.8055,17.4,5.76,13.57,3.82,1.73,3.42,10.49
748,SMF,2013.0,437.0,390.0,75.0,26.0,171576,169476,0.813,0.6974,0.7813,18.72,6.6,15.34,4.62,1.86,3.77,11.98
749,SMF,2014.0,579.0,536.0,78.0,27.0,159347,157543,0.8369,0.7518,0.8192,18.25,5.64,13.43,3.8,1.79,3.33,10.38
750,SNA,2004.0,632.0,583.0,104.0,107.0,151233,149920,0.8558,0.7571,0.8398,18.8,5.93,12.45,4.08,2.04,3.22,8.86
751,SNA,2005.0,559.0,525.0,84.0,106.0,147975,146918,0.8293,0.7402,0.8195,18.29,5.28,13.54,4.06,1.9,3.11,9.84
752,SNA,2006.0,721.0,653.0,113.0,140.0,139366,139144,0.8529,0.7914,0.8488,17.41,4.54,11.25,2.71,1.32,2.4,8.38
753,SNA,2007.0,895.0,797.0,149.0,144.0,129026,129031,0.8691,0.8153,0.8661,17.21,4.42,10.16,1.87,1.3,2.19,7.52
754,SNA,2008.0,726.0,653.0,117.0,128.0,128090,127946,0.8408,0.7698,0.8367,18.13,5.31,13.15,2.02,1.75,2.79,9.75
755,SNA,2009.0,516.0,466.0,104.0,77.0,129307,128941,0.8286,0.7866,0.8369,16.59,3.72,12.17,1.84,1.31,2.47,9.77
756,SNA,2010.0,456.0,397.0,103.0,94.0,65686,65960,0.8025,0.769,0.7724,10.86,2.64,12.95,2.54,1.12,2.59,12.17
757,SNA,2011.0,531.0,475.0,96.0,77.0,61470,61500,0.8067,0.7884,0.7706,10.46,1.93,12.29,2.13,0.73,2.49,12.13
758,SNA,2012.0,496.0,423.0,82.0,98.0,52731,52905,0.8401,0.8281,0.8066,9.85,1.57,9.75,1.88,0.65,1.75,9.87
759,SNA,2013.0,443.0,387.0,89.0,93.0,51516,51632,0.8209,0.8073,0.7886,9.64,1.48,10.86,1.93,0.66,1.98,11.1
760,SNA,2014.0,468.0,425.0,85.0,71.0,50574,50719,0.8265,0.7981,0.8055,10.32,2.19,11.36,1.86,0.83,2.01,10.41
761,STL,2004.0,832.0,805.0,119.0,135.0,49016,49085,0.8505,0.8285,0.8311,10.43,2.2,10.4,1.71,1.01,1.69,9.28
762,STL,2005.0,790.0,756.0,136.0,116.0,46868,47183,0.8242,0.7999,0.8035,10.58,2.13,11.29,1.87,0.74,1.64,10.47
763,STL,2006.0,994.0,940.0,158.0,119.0,47618,47523,0.7861,0.7661,0.7659,10.75,2.04,13.09,2.0,0.85,2.1,12.57
764,STL,2007.0,1292.0,1256.0,138.0,144.0,14135,14276,0.7857,0.721,0.7716,13.48,4.44,14.34,3.17,1.81,3.44,11.12
765,STL,2008.0,1316.0,1244.0,162.0,165.0,55590,55995,0.8046,0.7443,0.7799,12.91,4.07,12.98,2.96,1.67,3.06,10.92
766,STL,2009.0,695.0,642.0,113.0,83.0,56634,57499,0.7952,0.7312,0.7668,12.91,4.15,13.51,2.76,1.65,3.41,11.48
767,STL,2010.0,715.0,700.0,129.0,85.0,57795,58356,0.7823,0.7039,0.7575,13.49,4.66,14.73,3.12,2.05,3.39,12.17
768,STL,2011.0,1238.0,1135.0,140.0,150.0,51644,52088,0.8028,0.7394,0.7788,13.31,4.31,13.7,2.49,1.75,3.14,11.18
769,STL,2012.0,502.0,477.0,107.0,100.0,50127,50368,0.8286,0.7676,0.8148,12.85,4.04,12.08,2.38,1.77,2.71,9.2
770,STL,2013.0,765.0,708.0,116.0,114.0,46002,46334,0.8067,0.757,0.8091,11.97,3.38,12.6,2.3,1.44,2.24,9.42
771,STL,2014.0,1014.0,920.0,135.0,105.0,45157,45435,0.8199,0.7672,0.8182,11.72,3.36,11.92,1.96,1.29,2.23,9.07
772,SWF,2004.0,81.0,70.0,4.0,3.0,45397,45653,0.8133,0.7646,0.8234,11.59,3.28,12.69,1.74,1.04,1.91,8.95
773,SWF,2005.0,94.0,80.0,5.0,7.0,46656,46935,0.7907,0.7531,0.7986,11.28,3.09,13.08,1.61,1.04,2.1,9.89
774,SWF,2006.0,39.0,37.0,3.0,4.0,47176,47252,0.7578,0.715,0.7688,11.39,3.1,14.85,1.77,0.82,2.36,11.67
775,SWF,2007.0,120.0,103.0,19.0,21.0,130440,130684,0.8232,0.8126,0.8263,11.42,1.67,10.94,3.93,0.53,2.06,9.76
776,SWF,2008.0,53.0,41.0,13.0,15.0,134794,134879,0.8164,0.7915,0.8193,11.69,2.68,12.15,3.6,1.31,2.09,10.72
777,SWF,2009.0,29.0,18.0,7.0,6.0,127485,127934,0.794,0.7746,0.8061,11.49,2.06,13.03,3.03,0.79,2.25,11.43
778,SWF,2010.0,67.0,54.0,5.0,12.0,118824,119185,0.761,0.7371,0.7604,11.45,2.15,15.77,3.66,1.18,2.69,14.37
779,SWF,2011.0,42.0,40.0,4.0,5.0,116267,116638,0.7737,0.7515,0.7758,11.4,2.19,15.22,3.95,1.15,2.92,13.86
780,SWF,2012.0,14.0,12.0,3.0,1.0,98714,98773,0.8163,0.7976,0.8168,11.0,1.76,11.93,3.29,0.78,2.25,10.54
781,SWF,2013.0,27.0,23.0,7.0,6.0,85835,85963,0.7849,0.7635,0.7952,10.84,1.89,13.33,2.78,1.28,2.5,11.6
782,SWF,2014.0,17.0,11.0,3.0,11.0,88445,88387,0.7855,0.7623,0.7897,10.74,1.95,13.86,2.41,1.38,2.79,12.15
783,TPA,2004.0,1167.0,1016.0,154.0,139.0,89904,89576,0.8094,0.7851,0.816,10.61,1.89,12.41,2.03,1.27,2.3,10.68
784,TPA,2005.0,771.0,746.0,212.0,103.0,87766,88139,0.7694,0.7416,0.7805,10.61,2.04,14.81,1.59,0.89,2.36,12.62
785,TPA,2006.0,427.0,356.0,197.0,189.0,86632,86474,0.743,0.715,0.7506,10.74,2.1,16.62,1.78,0.99,2.75,14.64
786,TPA,2007.0,705.0,655.0,186.0,121.0,2734,2662,0.7008,0.6544,0.6525,12.91,3.42,18.9,3.63,0.45,4.34,18.67
787,TPA,2008.0,727.0,654.0,194.0,182.0,8820,8666,0.6991,0.6776,0.6547,12.1,2.38,18.61,3.3,0.74,4.75,17.92
788,TPA,2009.0,349.0,307.0,201.0,102.0,6582,6359,0.6694,0.6542,0.6141,11.91,1.92,19.73,3.38,0.67,5.72,21.09
789,TPA,2010.0,709.0,655.0,157.0,140.0,9634,9418,0.7162,0.6583,0.6277,13.76,3.84,20.49,2.49,1.61,6.14,20.78
790,TPA,2011.0,667.0,622.0,176.0,137.0,8096,7907,0.7456,0.7155,0.692,13.37,2.42,17.78,2.71,0.68,4.27,17.68
791,TPA,2012.0,450.0,411.0,131.0,132.0,5068,4975,0.7129,0.6687,0.6476,14.65,3.02,19.2,2.84,0.75,4.93,19.37
792,TPA,2013.0,326.0,301.0,152.0,118.0,4840,4819,0.7519,0.7192,0.6559,14.09,2.46,16.71,2.89,0.51,4.91,19.69
793,TPA,2014.0,723.0,691.0,183.0,163.0,5546,5444,0.7034,0.6918,0.6275,13.17,1.3,18.35,2.91,0.84,4.34,20.71
794,TUS,2004.0,103.0,80.0,50.0,22.0,5546,5474,0.7495,0.7467,0.6955,12.31,0.83,14.59,2.72,0.34,3.78,16.55
795,TUS,2005.0,126.0,101.0,36.0,26.0,4935,4873,0.74,0.6987,0.6483,14.03,2.7,16.73,2.49,0.82,5.5,18.87
796,TUS,2006.0,206.0,174.0,63.0,46.0,4863,4871,0.7027,0.6955,0.6843,12.42,0.65,17.24,2.83,0.23,4.73,17.14
797,TUS,2007.0,281.0,237.0,65.0,22.0,28711,28964,0.2889,0.3104,0.38,9.11,0.0,36.89,6.28,0.0,6.09,31.14
798,TUS,2008.0,206.0,174.0,59.0,16.0,29219,29332,0.2945,0.2885,0.3495,9.44,0.54,38.3,6.23,0.26,7.44,34.28
799,TUS,2009.0,117.0,100.0,38.0,28.0,29286,29520,0.3088,0.3151,0.3598,10.33,0.05,37.47,5.67,0.0,6.05,32.7
