,ap_name,year,D_cancel,A_cancel,D_divert,A_divert,D_4met,A_4met,%on/t_gate_D,%on/t_ap_D,%on/t_gate_A,avg_taxi_out_time,avg_taxi_out_del,avg_ap_D_del,avg_airborne_del,avg_taxi_in_del,avg_block_del,avg_gate_A_del
437,MHT,2012.0,121.0,118.0,26.0,6.0,118834,117676,0.6529,0.6309,0.8603,14.63,1.73,16.97,1.87,0.36,1.78,7.84
438,MHT,2013.0,183.0,188.0,32.0,8.0,100394,99057,0.6709,0.6287,0.8183,14.35,2.43,18.32,1.97,0.36,2.4,10.02
439,MHT,2014.0,193.0,185.0,32.0,7.0,91359,90576,0.5771,0.5497,0.7724,13.38,1.36,21.1,2.45,0.28,3.12,12.29
440,MIA,2004.0,1215.0,1163.0,128.0,108.0,10165,10188,0.7684,0.7253,0.7474,13.4,3.81,16.44,2.4,0.66,2.81,13.24
441,MIA,2005.0,1483.0,1448.0,188.0,164.0,37653,37773,0.7626,0.7278,0.731,12.53,3.26,17.5,2.53,0.93,2.99,14.73
442,MIA,2006.0,748.0,751.0,175.0,151.0,33142,33296,0.7221,0.6897,0.6964,12.48,2.97,20.37,2.62,0.85,3.21,16.93
443,MIA,2007.0,844.0,849.0,185.0,120.0,33516,33343,0.7169,0.677,0.6758,12.94,3.32,21.9,3.0,0.88,3.48,18.28
444,MIA,2008.0,787.0,795.0,176.0,131.0,30669,30628,0.7387,0.7047,0.7305,12.53,2.75,19.37,2.4,0.74,2.97,15.34
445,MIA,2009.0,572.0,570.0,221.0,185.0,26259,26296,0.7413,0.7193,0.7618,11.58,2.03,18.03,2.16,0.67,2.49,13.31
446,MIA,2010.0,1079.0,1079.0,233.0,177.0,25289,25343,0.7355,0.7042,0.7433,11.44,2.33,17.94,2.03,0.6,2.35,13.96
447,MIA,2011.0,1458.0,1522.0,372.0,278.0,24368,24377,0.7113,0.6867,0.7609,11.14,2.03,19.56,1.66,0.54,1.86,13.91
448,MIA,2012.0,921.0,960.0,247.0,237.0,21608,21521,0.6989,0.6704,0.7522,11.22,2.17,20.06,1.4,0.7,1.64,13.98
449,MIA,2013.0,564.0,596.0,270.0,203.0,20830,20713,0.684,0.6301,0.7013,12.53,3.55,21.88,1.34,0.74,2.15,16.31
450,MIA,2014.0,835.0,948.0,283.0,337.0,18635,18571,0.6649,0.637,0.701,11.18,2.03,22.62,1.38,0.48,1.99,16.6
451,MKE,2004.0,406.0,369.0,46.0,22.0,154709,144138,0.7605,0.7282,0.7661,16.39,3.01,17.01,2.14,2.28,3.83,14.57
452,MKE,2005.0,416.0,371.0,57.0,22.0,153661,143341,0.722,0.68,0.7242,15.95,3.59,20.6,2.53,2.74,4.46,16.64
453,MKE,2006.0,477.0,446.0,68.0,41.0,155326,149223,0.7484,0.7075,0.7422,15.92,3.44,19.22,2.22,2.37,3.89,16.12
454,MKE,2007.0,808.0,790.0,83.0,80.0,153621,149731,0.7052,0.6584,0.6889,15.76,3.49,22.27,1.94,2.53,4.21,19.91
455,MKE,2008.0,1200.0,1162.0,96.0,137.0,148383,140270,0.7026,0.6571,0.6766,16.0,3.37,23.01,2.9,2.86,5.23,20.97
456,MKE,2009.0,658.0,670.0,94.0,92.0,145748,134669,0.7137,0.6763,0.7213,15.7,3.03,21.25,3.05,2.87,4.73,17.31
457,MKE,2010.0,708.0,683.0,98.0,134.0,155714,145274,0.7268,0.6765,0.7521,16.13,3.54,21.14,2.86,2.85,3.86,15.25
458,MKE,2011.0,770.0,758.0,104.0,72.0,164184,155362,0.735,0.6871,0.7666,16.2,3.43,20.51,2.59,2.25,3.43,14.36
459,MKE,2012.0,419.0,372.0,65.0,96.0,162815,157000,0.7445,0.6962,0.7651,16.25,3.5,19.61,2.21,2.56,3.31,14.94
460,MKE,2013.0,546.0,484.0,71.0,63.0,166455,159690,0.7684,0.7153,0.7821,16.41,3.68,17.44,2.17,2.35,3.2,14.02
461,MKE,2014.0,952.0,860.0,72.0,59.0,168629,164346,0.7783,0.7172,0.7825,17.11,4.28,17.44,2.8,2.4,3.81,14.61
462,MSP,2004.0,1912.0,1972.0,307.0,304.0,23109,23138,0.7742,0.753,0.7335,12.47,2.42,12.79,2.6,0.52,3.43,13.62
463,MSP,2005.0,1785.0,1935.0,329.0,358.0,94493,94132,0.7396,0.6994,0.7319,13.12,3.24,16.05,2.01,0.91,3.2,14.36
464,MSP,2006.0,1238.0,1380.0,286.0,277.0,87040,86797,0.7625,0.7353,0.7278,13.1,2.3,15.02,1.75,0.92,3.78,14.85
465,MSP,2007.0,3536.0,3792.0,344.0,466.0,86640,86703,0.7183,0.6728,0.6779,13.78,2.99,18.64,1.98,0.96,4.75,17.83
466,MSP,2008.0,1729.0,1988.0,321.0,318.0,80819,80349,0.7409,0.7014,0.724,14.25,3.31,18.64,3.27,0.97,4.28,16.45
467,MSP,2009.0,1450.0,1694.0,316.0,235.0,74866,74974,0.7979,0.7646,0.7996,13.3,2.71,14.26,3.56,0.84,3.13,11.34
468,MSP,2010.0,2171.0,2467.0,299.0,257.0,85455,85584,0.7871,0.7547,0.7901,12.59,2.44,14.32,4.39,1.01,3.37,11.85
469,MSP,2011.0,1472.0,1614.0,214.0,157.0,76548,76746,0.7831,0.7428,0.7791,12.75,2.8,15.63,4.01,0.93,3.39,12.86
470,MSP,2012.0,751.0,868.0,197.0,169.0,56232,56653,0.7984,0.7681,0.7932,12.1,2.36,14.02,2.74,1.07,2.59,11.51
471,MSP,2013.0,1620.0,1875.0,295.0,187.0,50040,50304,0.7491,0.7026,0.7387,12.86,3.24,17.98,2.76,1.32,3.17,14.8
472,MSP,2014.0,1356.0,1423.0,281.0,172.0,47897,47869,0.7361,0.6938,0.7126,12.79,3.02,19.41,3.16,1.17,3.57,16.65
473,MSY,2004.0,755.0,659.0,136.0,155.0,254994,253293,0.8041,0.6918,0.8128,17.44,6.67,15.33,5.34,1.4,3.99,10.28
474,MSY,2005.0,1714.0,1557.0,97.0,256.0,250633,249613,0.7559,0.6256,0.7905,18.31,7.27,18.97,5.03,1.97,3.64,11.89
475,MSY,2006.0,275.0,245.0,74.0,42.0,222831,223060,0.8,0.7204,0.8074,16.83,5.12,14.83,3.66,2.16,3.36,11.05
476,MSY,2007.0,380.0,342.0,77.0,43.0,214837,213716,0.7719,0.6415,0.7327,19.31,7.27,19.32,4.42,3.49,5.49,16.2
477,MSY,2008.0,814.0,772.0,98.0,61.0,213811,212956,0.8013,0.7249,0.7952,17.93,4.83,14.97,4.36,2.02,3.96,12.48
478,MSY,2009.0,204.0,178.0,85.0,53.0,207765,207199,0.8252,0.7454,0.8063,17.59,4.7,13.71,4.29,2.24,3.73,11.8
479,MSY,2010.0,401.0,356.0,78.0,68.0,208609,207351,0.8012,0.7309,0.7997,17.27,4.3,14.97,4.06,2.37,3.23,11.85
480,MSY,2011.0,406.0,358.0,91.0,46.0,207583,207577,0.8267,0.7688,0.8255,16.51,3.72,13.26,4.1,1.45,2.61,10.67
481,MSY,2012.0,568.0,518.0,55.0,78.0,203576,203737,0.8493,0.8022,0.855,16.09,3.46,11.47,3.61,1.18,2.16,8.77
482,MSY,2013.0,328.0,297.0,87.0,69.0,206304,206694,0.8312,0.7433,0.8226,17.8,5.62,14.69,3.69,1.15,2.9,11.23
483,MSY,2014.0,595.0,530.0,85.0,102.0,197864,198012,0.7892,0.7255,0.8037,16.36,3.74,15.46,3.7,0.9,2.95,12.25
484,OAK,2004.0,689.0,655.0,112.0,69.0,63061,63323,0.8166,0.8019,0.7721,10.01,2.14,11.77,2.34,0.82,3.05,12.09
485,OAK,2005.0,610.0,634.0,119.0,74.0,46978,47441,0.7815,0.7617,0.7424,10.28,2.58,14.15,2.73,1.35,3.38,13.94
486,OAK,2006.0,918.0,952.0,115.0,148.0,39738,39639,0.7809,0.7574,0.7497,10.55,2.46,14.36,2.05,0.8,3.19,13.59
487,OAK,2007.0,962.0,962.0,105.0,61.0,46656,46787,0.7853,0.7538,0.7343,10.83,2.73,15.01,2.2,1.06,3.44,14.9
488,OAK,2008.0,964.0,979.0,111.0,73.0,49916,49920,0.7991,0.7735,0.7627,10.57,2.38,13.86,2.08,0.96,3.22,13.35
489,OAK,2009.0,599.0,588.0,55.0,37.0,45682,45770,0.8332,0.8067,0.7907,10.69,2.37,11.7,1.99,1.14,2.87,11.45
490,OAK,2010.0,523.0,549.0,69.0,35.0,46923,47188,0.8169,0.7898,0.7903,10.73,2.28,12.18,2.01,1.28,2.6,11.27
491,OAK,2011.0,603.0,621.0,61.0,27.0,48593,48753,0.8221,0.8,0.7925,10.57,2.1,11.85,1.96,1.17,2.51,11.31
492,OAK,2012.0,454.0,456.0,63.0,21.0,47684,47777,0.8259,0.8059,0.7955,10.42,2.02,11.61,1.67,1.2,2.37,10.98
493,OAK,2013.0,472.0,488.0,60.0,45.0,52334,52915,0.7943,0.7732,0.7647,10.42,2.13,13.12,1.72,1.18,2.69,13.0
494,OAK,2014.0,583.0,606.0,53.0,16.0,53045,53084,0.7739,0.751,0.7516,10.56,2.11,14.87,1.95,1.16,2.74,14.28
495,OGG,2004.0,63.0,45.0,33.0,16.0,96255,96429,0.7932,0.769,0.7908,10.58,2.48,12.21,3.78,0.91,2.62,10.76
496,OGG,2005.0,42.0,24.0,16.0,16.0,96605,96399,0.781,0.7551,0.7752,10.86,2.69,12.35,3.91,1.03,2.79,11.19
497,OGG,2006.0,292.0,257.0,22.0,18.0,98253,98229,0.7824,0.7546,0.7723,11.0,2.5,12.36,3.58,1.17,3.08,11.41
498,OGG,2007.0,223.0,190.0,10.0,16.0,100168,99687,0.7917,0.7525,0.7822,11.14,2.64,12.55,3.41,1.58,2.83,11.36
499,OGG,2008.0,287.0,258.0,24.0,22.0,87634,86950,0.8011,0.7798,0.785,10.22,1.97,11.63,2.55,0.89,2.36,11.24
500,OGG,2009.0,106.0,80.0,20.0,18.0,69111,68371,0.8181,0.8067,0.8246,9.27,1.45,10.16,2.07,0.72,1.58,8.55
501,OGG,2010.0,116.0,80.0,19.0,27.0,65832,65169,0.7772,0.7617,0.7899,9.16,1.61,12.03,2.17,0.69,1.9,10.5
502,OGG,2011.0,139.0,106.0,23.0,27.0,64045,63242,0.7792,0.7576,0.7906,9.2,1.82,12.39,1.89,0.73,1.76,10.61
503,OGG,2012.0,125.0,91.0,48.0,37.0,64124,63681,0.7932,0.7478,0.8041,10.37,2.85,12.92,1.98,1.18,1.91,10.12
504,OGG,2013.0,210.0,168.0,40.0,39.0,60321,60591,0.7596,0.7321,0.7742,9.52,1.94,13.79,1.5,0.69,1.58,11.86
505,OGG,2014.0,114.0,85.0,34.0,35.0,62502,62539,0.7003,0.6633,0.7139,10.0,2.22,16.97,1.98,1.37,2.44,14.93
506,OMA,2004.0,232.0,203.0,47.0,29.0,8355,8424,0.8645,0.8773,0.847,7.85,0.46,7.71,4.59,0.54,3.37,9.78
507,OMA,2005.0,291.0,235.0,40.0,21.0,35626,36108,0.8639,0.8669,0.8337,8.28,0.76,7.78,3.52,1.26,4.21,9.85
508,OMA,2006.0,313.0,290.0,62.0,32.0,37108,37218,0.882,0.8807,0.8596,7.75,1.05,6.89,2.9,0.82,3.7,8.01
509,OMA,2007.0,587.0,522.0,84.0,51.0,37476,35402,0.8871,0.8836,0.8719,7.52,1.04,7.9,2.63,0.62,3.15,7.89
510,OMA,2008.0,476.0,419.0,89.0,53.0,32036,29420,0.8755,0.8593,0.8606,7.79,1.56,10.54,1.86,0.93,3.52,8.6
511,OMA,2009.0,400.0,314.0,62.0,60.0,30677,30193,0.8957,0.8853,0.8749,8.01,1.28,6.9,1.51,0.68,3.64,7.12
512,OMA,2010.0,365.0,291.0,53.0,54.0,27206,27084,0.9029,0.8901,0.8718,8.47,1.56,6.54,1.43,0.75,3.94,7.15
513,OMA,2011.0,401.0,358.0,43.0,50.0,27142,27090,0.9097,0.8974,0.8803,8.61,1.46,6.85,1.24,0.62,3.18,7.25
514,OMA,2012.0,213.0,166.0,32.0,36.0,31181,31051,0.9,0.8883,0.8747,8.59,1.51,7.21,0.95,0.9,3.51,7.48
515,OMA,2013.0,394.0,313.0,65.0,50.0,30069,29737,0.8871,0.8743,0.8589,8.64,1.53,8.0,1.01,1.01,3.48,8.36
516,OMA,2014.0,498.0,447.0,63.0,72.0,34163,33547,0.9007,0.8881,0.8784,8.58,1.39,6.44,1.71,0.87,3.85,7.18
517,ONT,2004.0,379.0,338.0,54.0,52.0,9769,9740,0.781,0.7602,0.7523,10.94,2.43,13.63,2.28,0.59,2.73,13.01
518,ONT,2005.0,355.0,319.0,34.0,51.0,40412,40238,0.7747,0.7399,0.7392,11.47,3.2,14.61,2.56,1.07,3.18,13.97
519,ONT,2006.0,408.0,404.0,36.0,44.0,39777,40736,0.7485,0.7272,0.7197,11.13,2.23,15.44,2.06,0.86,3.27,15.25
520,ONT,2007.0,471.0,441.0,63.0,68.0,41352,41570,0.7288,0.6884,0.6866,12.42,3.44,19.22,2.11,1.08,3.78,17.38
521,ONT,2008.0,338.0,338.0,56.0,35.0,39881,39850,0.7488,0.7173,0.6956,12.16,2.9,17.93,2.09,0.95,3.68,16.71
522,ONT,2009.0,213.0,177.0,25.0,9.0,36834,36758,0.7816,0.7462,0.7561,12.34,2.99,14.75,2.28,1.37,3.27,12.81
523,ONT,2010.0,227.0,200.0,31.0,18.0,38331,38386,0.7917,0.7521,0.7558,12.12,2.8,13.91,2.56,0.77,2.84,13.08
524,ONT,2011.0,234.0,214.0,30.0,26.0,37305,37502,0.8049,0.7781,0.7599,11.68,2.21,12.8,2.33,0.55,2.67,13.33
525,ONT,2012.0,190.0,186.0,27.0,24.0,35067,35288,0.8177,0.7964,0.7764,11.3,1.92,12.01,1.67,0.66,2.03,12.24
526,ONT,2013.0,204.0,183.0,35.0,14.0,33253,33594,0.781,0.7446,0.7274,12.27,3.0,14.78,1.61,1.07,2.88,15.16
527,ONT,2014.0,290.0,266.0,31.0,21.0,33241,33237,0.766,0.7386,0.7097,11.8,2.08,15.15,2.34,0.69,3.27,16.92
528,ORD,2004.0,11725.0,12579.0,700.0,648.0,54166,54076,0.7729,0.7488,0.8078,9.78,2.63,14.25,1.72,0.77,2.39,9.88
529,ORD,2005.0,8466.0,9199.0,665.0,518.0,54110,54080,0.7557,0.7241,0.777,10.23,2.92,14.66,2.04,1.04,2.77,11.11
530,ORD,2006.0,12915.0,13808.0,766.0,1063.0,53893,54211,0.7384,0.6991,0.7822,10.96,3.06,16.15,1.85,0.88,2.81,11.08
531,ORD,2007.0,16618.0,17571.0,707.0,887.0,59098,58758,0.7602,0.7229,0.7927,11.28,3.15,15.35,1.66,0.77,2.21,11.05
532,ORD,2008.0,15050.0,16094.0,801.0,1027.0,51391,51123,0.7421,0.7122,0.787,10.91,2.8,17.07,1.13,0.74,2.11,11.28
533,ORD,2009.0,6827.0,7679.0,710.0,677.0,40278,39956,0.7698,0.7554,0.8086,9.88,1.92,14.94,1.19,0.45,1.33,9.61
534,ORD,2010.0,7786.0,8443.0,755.0,845.0,37332,37205,0.7561,0.7421,0.7904,9.65,1.81,15.83,1.12,0.45,1.5,10.38
535,ORD,2011.0,11659.0,12494.0,830.0,615.0,35796,35541,0.753,0.7306,0.792,9.73,2.14,16.13,1.11,0.52,1.56,10.51
536,ORD,2012.0,6157.0,6814.0,703.0,640.0,33371,33168,0.7727,0.7491,0.8086,9.91,2.22,15.38,1.03,0.59,1.36,9.96
537,ORD,2013.0,9155.0,9999.0,709.0,709.0,32031,31743,0.7475,0.7211,0.7709,10.14,2.33,17.08,1.15,0.56,1.61,11.97
538,ORD,2014.0,13454.0,14355.0,739.0,831.0,32791,32476,0.7161,0.6824,0.7347,10.79,2.65,19.09,1.47,0.56,2.1,14.01
539,OXR,2004.0,43.0,37.0,0.0,0.0,485187,484859,0.7179,0.5739,0.721,20.23,9.36,25.86,3.19,3.34,5.81,19.19
540,OXR,2005.0,33.0,22.0,0.0,0.0,473216,474168,0.7242,0.6108,0.7672,19.03,7.45,23.14,3.05,3.15,4.11,15.45
541,OXR,2006.0,51.0,44.0,2.0,1.0,466079,467039,0.7036,0.5881,0.71,19.33,7.75,26.29,3.56,2.82,5.59,21.15
542,OXR,2007.0,21.0,17.0,1.0,0.0,455562,455118,0.6854,0.5769,0.6909,19.02,7.63,27.34,3.81,3.22,5.73,22.44
543,OXR,2008.0,20.0,20.0,1.0,0.0,431539,431421,0.7049,0.6115,0.7062,18.67,7.04,25.98,3.9,3.34,5.44,21.9
544,OXR,2009.0,27.0,24.0,0.0,0.0,404978,404952,0.7916,0.7251,0.8063,16.78,5.13,17.31,3.65,3.84,3.6,13.39
545,OXR,2010.0,10.0,8.0,0.0,0.0,430948,430618,0.7803,0.709,0.7938,16.26,5.05,18.26,2.48,3.31,3.54,14.33
546,PBI,2004.0,416.0,416.0,80.0,26.0,429476,428779,0.7605,0.6827,0.7772,16.55,5.6,20.2,2.16,3.18,3.59,16.03
547,PBI,2005.0,415.0,398.0,87.0,48.0,427374,427768,0.7707,0.6981,0.8069,16.06,4.97,18.5,1.89,3.16,2.74,13.31
548,PBI,2006.0,205.0,171.0,106.0,31.0,425352,428767,0.7094,0.6275,0.7521,16.6,5.46,23.49,2.26,3.98,3.71,17.51
549,PBI,2007.0,361.0,359.0,116.0,42.0,430429,430750,0.6787,0.5784,0.705,17.5,6.17,25.88,3.47,6.18,5.05,20.09
550,PBI,2008.0,255.0,238.0,118.0,44.0,731,717,0.8837,0.87,0.8591,7.24,1.73,7.46,1.17,0.36,1.42,8.42
551,PBI,2009.0,222.0,193.0,88.0,56.0,2730,2817,0.8905,0.8696,0.8424,7.95,2.11,6.44,1.58,0.41,2.11,7.86
552,PBI,2010.0,478.0,454.0,78.0,54.0,2194,2191,0.8323,0.8067,0.7408,9.67,3.29,9.41,1.66,0.83,2.97,12.67
553,PBI,2011.0,380.0,344.0,102.0,47.0,2044,1928,0.8728,0.8488,0.8185,10.11,2.62,7.9,1.53,0.9,2.78,8.98
554,PBI,2012.0,218.0,201.0,58.0,54.0,1841,1768,0.8838,0.8631,0.8479,10.52,2.33,6.54,1.76,0.57,2.01,8.16
555,PBI,2013.0,164.0,159.0,79.0,40.0,1649,1504,0.8757,0.8739,0.8763,9.33,1.35,6.29,1.43,0.43,1.53,6.33
556,PBI,2014.0,429.0,414.0,88.0,56.0,955,948,0.8628,0.8545,0.8492,8.69,0.86,6.52,1.42,0.55,2.31,7.65
557,PDX,2004.0,1038.0,1043.0,90.0,104.0,360,486,0.7389,0.6833,0.7469,8.91,1.86,14.96,2.32,1.1,2.88,16.2
558,PDX,2005.0,463.0,505.0,83.0,70.0,485,559,0.7608,0.7443,0.7871,9.76,1.54,11.67,1.59,0.79,2.1,13.88
559,PDX,2006.0,446.0,432.0,84.0,46.0,531,610,0.8606,0.855,0.8344,11.17,0.14,6.76,1.23,0.0,1.56,7.49
560,PDX,2007.0,442.0,478.0,87.0,44.0,530,639,0.834,0.8283,0.82,11.26,0.15,8.01,1.03,0.0,1.23,9.44
561,PDX,2008.0,652.0,656.0,116.0,84.0,44816,43468,0.7396,0.7109,0.6915,12.81,2.75,14.74,3.02,0.44,4.16,16.45
562,PDX,2009.0,253.0,260.0,99.0,76.0,44764,42951,0.6871,0.655,0.6567,12.58,2.78,18.29,3.19,0.76,4.82,18.74
563,PDX,2010.0,282.0,311.0,128.0,57.0,45031,43552,0.7026,0.6656,0.6858,13.13,3.17,17.54,2.37,0.8,4.01,16.47
564,PDX,2011.0,269.0,282.0,82.0,60.0,47394,46148,0.6927,0.6576,0.6611,13.26,2.99,18.71,2.71,0.87,4.64,18.65
565,PDX,2012.0,289.0,294.0,107.0,54.0,43427,42451,0.6972,0.6686,0.6665,13.0,2.54,19.21,2.35,0.89,5.02,18.72
566,PDX,2013.0,322.0,330.0,125.0,72.0,35423,34681,0.7105,0.6857,0.6971,12.71,2.52,17.76,1.78,0.75,4.3,16.59
567,PDX,2014.0,404.0,404.0,123.0,54.0,36664,35608,0.7167,0.6927,0.6965,12.52,2.25,17.02,1.96,0.76,3.76,16.68
568,PHL,2004.0,2853.0,2726.0,247.0,419.0,36530,35262,0.7117,0.6872,0.6989,12.62,2.35,17.2,1.96,0.65,3.61,16.5
569,PHL,2005.0,3268.0,3182.0,226.0,388.0,35521,34510,0.7188,0.6917,0.7044,12.94,2.49,16.4,2.13,0.75,3.39,15.79
570,PHL,2006.0,1934.0,1799.0,260.0,357.0,35800,34995,0.6705,0.6426,0.662,13.02,2.2,19.45,2.2,0.64,4.18,18.01
571,PHL,2007.0,2493.0,2335.0,275.0,388.0,37466,36904,0.6586,0.6297,0.6439,13.11,2.21,20.42,2.93,0.78,5.03,20.17
572,PHL,2008.0,1969.0,1990.0,272.0,320.0,107790,107597,0.8304,0.819,0.8132,10.01,1.78,10.05,2.58,0.56,2.7,9.69
573,PHL,2009.0,1732.0,1679.0,228.0,284.0,110782,110230,0.7933,0.7733,0.7808,10.28,2.16,12.41,2.62,0.98,2.89,11.27
574,PHL,2010.0,2190.0,2191.0,172.0,224.0,111646,111969,0.7963,0.776,0.7792,10.92,2.15,12.22,2.54,0.69,3.41,11.46
575,PHL,2011.0,1988.0,1971.0,206.0,275.0,114531,113943,0.8052,0.7815,0.7813,10.97,1.96,12.2,2.41,0.73,3.37,11.7
576,PHL,2012.0,1041.0,1083.0,168.0,85.0,107888,108006,0.8231,0.8037,0.8075,11.17,2.04,11.2,2.32,0.79,2.98,10.38
577,PHL,2013.0,1083.0,1116.0,195.0,171.0,96802,96828,0.8499,0.826,0.8439,11.54,2.39,9.68,2.19,0.85,2.33,8.16
578,PHL,2014.0,1393.0,1474.0,200.0,165.0,97133,96705,0.8393,0.8244,0.8396,11.01,1.69,9.74,2.12,0.7,2.08,8.46
579,PHX,2004.0,1578.0,1939.0,355.0,214.0,92795,93153,0.8448,0.8187,0.8255,11.48,2.3,10.02,2.25,0.8,2.53,9.2
580,PHX,2005.0,1382.0,1723.0,296.0,190.0,92223,92392,0.8578,0.8421,0.848,10.81,1.62,8.98,2.09,0.62,2.16,8.3
581,PHX,2006.0,1952.0,2561.0,500.0,340.0,92554,91943,0.8373,0.8163,0.8293,11.54,2.07,10.38,2.01,0.8,2.74,9.26
582,PHX,2007.0,2402.0,3121.0,467.0,253.0,94828,94702,0.8275,0.8082,0.8137,11.29,1.92,10.65,1.98,0.75,3.31,10.13
583,PHX,2008.0,1875.0,2554.0,442.0,333.0,225283,224381,0.7136,0.5482,0.7296,21.38,9.79,24.85,7.58,2.44,4.96,16.39
584,PHX,2009.0,1210.0,1714.0,427.0,266.0,252534,250524,0.6797,0.5215,0.7159,20.8,9.67,27.5,6.22,2.57,4.37,17.98
585,PHX,2010.0,1446.0,1917.0,418.0,266.0,241870,240724,0.6982,0.5083,0.7007,21.56,10.81,27.53,6.66,2.25,4.7,19.02
586,PHX,2011.0,1569.0,2085.0,377.0,187.0,232583,233078,0.6878,0.4887,0.6839,22.09,11.2,30.2,7.65,2.31,4.94,20.61
587,PHX,2012.0,947.0,1342.0,328.0,203.0,229700,230105,0.7554,0.604,0.7376,20.2,8.42,23.37,7.82,2.02,4.28,17.64
588,PHX,2013.0,1006.0,1499.0,325.0,143.0,220842,220753,0.767,0.5992,0.738,20.73,9.44,23.51,7.21,2.39,4.65,16.84
589,PHX,2014.0,1136.0,1535.0,325.0,255.0,214485,214971,0.7824,0.6507,0.77,18.95,7.49,19.97,6.41,1.96,3.5,14.13
590,PIT,2004.0,1063.0,1153.0,102.0,35.0,213255,213163,0.7488,0.6371,0.7279,19.41,6.56,22.03,6.36,1.78,3.72,17.82
591,PIT,2005.0,1076.0,1155.0,78.0,43.0,211377,211189,0.7969,0.6951,0.7705,18.5,5.6,17.15,4.72,1.67,3.07,13.95
592,PIT,2006.0,847.0,784.0,116.0,39.0,206945,206032,0.7808,0.6711,0.7347,18.78,6.56,19.25,4.4,1.55,3.82,16.72
593,PIT,2007.0,1108.0,1040.0,133.0,31.0,200550,200637,0.7681,0.6625,0.7404,18.74,6.13,19.66,4.87,1.81,3.39,16.32
594,PIT,2008.0,759.0,700.0,133.0,51.0,240020,239521,0.7534,0.6639,0.7905,14.04,4.85,16.82,3.8,1.6,2.84,11.56
595,PIT,2009.0,419.0,341.0,88.0,65.0,249530,248195,0.7483,0.6443,0.8026,14.42,5.24,16.98,3.87,1.92,2.51,10.82
596,PIT,2010.0,735.0,653.0,106.0,48.0,245896,244854,0.7801,0.6797,0.7915,14.84,5.57,16.15,3.58,2.44,3.19,11.31
597,PIT,2011.0,527.0,480.0,88.0,58.0,240059,239897,0.7679,0.6578,0.7722,14.8,5.59,17.76,2.97,2.58,3.37,12.46
598,PIT,2012.0,372.0,328.0,64.0,40.0,226663,226405,0.8033,0.7129,0.8009,15.1,5.44,15.22,2.45,2.25,3.56,11.07
599,PIT,2013.0,472.0,376.0,65.0,41.0,208700,208786,0.8255,0.7496,0.8319,14.63,4.5,12.75,2.07,2.16,3.18,9.07
600,PIT,2014.0,523.0,457.0,82.0,31.0,205899,206051,0.8307,0.7509,0.8452,14.94,4.88,12.76,1.76,2.3,2.59,8.52
601,PSP,2004.0,171.0,129.0,13.0,37.0,213870,213498,0.8244,0.7746,0.8444,13.84,3.77,12.08,2.65,2.24,2.54,8.73
602,PSP,2005.0,251.0,172.0,28.0,67.0,207667,207206,0.8417,0.7734,0.8518,14.52,4.55,11.66,2.34,2.82,2.57,8.02
603,PSP,2006.0,142.0,122.0,31.0,23.0,200341,199957,0.8126,0.7323,0.831,14.63,4.81,13.44,1.92,2.3,2.71,9.29
604,PSP,2007.0,152.0,121.0,20.0,14.0,200278,199312,0.7828,0.7177,0.809,14.53,4.21,14.99,2.5,2.23,2.89,10.91
605,PSP,2008.0,155.0,130.0,24.0,30.0,150501,150689,0.7964,0.7653,0.8164,13.72,2.68,13.43,3.72,0.65,2.49,10.72
606,PSP,2009.0,97.0,70.0,21.0,31.0,117635,117752,0.7999,0.7615,0.7954,13.11,3.07,14.05,2.99,1.07,2.54,12.06
607,PSP,2010.0,154.0,119.0,27.0,54.0,104606,104602,0.809,0.7602,0.7842,13.83,3.84,14.51,2.79,1.14,3.11,12.72
608,PSP,2011.0,153.0,125.0,21.0,17.0,92901,93107,0.7707,0.7143,0.7296,14.33,3.7,17.76,3.26,1.22,3.58,16.39
609,PSP,2012.0,150.0,104.0,27.0,31.0,71863,72058,0.7655,0.7052,0.7531,14.31,3.81,18.46,3.14,1.33,3.35,15.01
610,PSP,2013.0,155.0,121.0,18.0,26.0,61447,61411,0.7941,0.7378,0.7865,14.0,3.49,15.83,2.78,1.02,2.66,12.37
611,PSP,2014.0,198.0,154.0,25.0,17.0,60738,60748,0.8088,0.7386,0.7848,14.34,4.01,15.28,2.62,1.02,2.72,12.31
612,PVD,2004.0,387.0,364.0,73.0,27.0,63078,63037,0.7774,0.7329,0.7581,13.3,2.9,16.36,2.6,0.99,3.01,14.32
613,PVD,2005.0,609.0,562.0,64.0,49.0,58244,58161,0.8107,0.7727,0.7883,12.95,2.63,13.53,2.01,1.04,2.26,12.15
614,PVD,2006.0,439.0,403.0,69.0,40.0,59106,59132,0.7887,0.7231,0.7631,13.52,3.58,16.1,2.06,1.23,2.65,14.12
615,PVD,2007.0,625.0,601.0,77.0,29.0,58332,58291,0.777,0.7409,0.7498,12.42,2.37,15.3,2.21,1.21,2.8,15.1
616,PVD,2008.0,379.0,344.0,73.0,31.0,17764,17852,0.7411,0.7053,0.7011,11.4,3.03,15.56,2.48,1.0,3.52,15.67
617,PVD,2009.0,184.0,156.0,43.0,26.0,16005,16036,0.7683,0.7321,0.7312,12.16,3.1,14.32,2.82,1.17,3.71,13.87
