,Zip Code,Predicted Total Sales,Predicted Dollar/liter,Store Count,Area (sqkm),Stores per sqkm,Zip Sales - Total,Dollar per liter
6533,51025,311528.759044,14.5447235964,1.0,278.402985,0.00359191551053,285076.8,14.8756418284
6545,51026,86918.1979368,107.051695527,,,,,
6546,51027,194046.816638,20.9331237391,1.0,239.835719,0.00416952072097,29264.52,16.7608934708
6558,51028,364136.552744,16.3855121447,1.0,328.930974,0.00304015151823,51538.32,11.4300998004
6570,51029,-89852.8654513,7.95763773333,,,,,
6571,51031,1141675.4002,12.9446641403,4.0,605.111843,0.00661034822946,1423222.08,13.7939751736
6619,51033,-33027.3839781,4.1131652611,,,,,
6620,51034,84934.042635,14.1753877591,1.0,290.876284,0.00343788770349,273912.48,12.6996183334
6632,51035,166861.624531,18.7839190872,1.0,278.97681,0.00358452733043,48244.68,11.6786928105
6644,51036,-45565.916977,-11.3646493804,,,,,
6645,51037,251682.051907,10.4179519243,,,,,
6646,51038,126825.032116,15.3677623478,1.0,233.828323,0.00427664188482,1595.88,13.9074509804
6649,51039,527584.850928,14.3065666978,,,,,
6650,51041,910060.09997,13.3391039544,2.0,184.491043,0.010840634686,539026.89,12.0226346591
6671,51044,250530.811536,10.0160079532,,,,,
6672,51046,234617.761705,16.0279012448,2.0,240.918039,0.00830157844677,100358.57,11.0966771414
6695,51047,173755.133857,20.3568998382,,,,,
6696,51048,184551.219457,14.9120400126,,,,,
6697,51049,75722.8521652,16.2431720817,,,,,
6698,51051,323314.605036,12.1908326221,,,,,
6699,51052,206124.131973,17.5944129413,,,,,
6700,51053,203352.408002,14.5392373546,1.0,195.513267,0.00511474241797,5281.85,11.6404407713
6705,51054,509654.095405,13.2209872921,2.0,106.329025,0.0188095395401,280187.04,13.6223147921
6729,51055,230131.980305,13.7409652435,1.0,174.692448,0.00572434590876,111736.32,13.8526860764
6741,51056,8913.45107094,1.61447148153,,,,,
6742,51058,40372.6925164,11.6623995728,1.0,214.786027,0.0046557963475,31935.0,13.30625
6752,51061,-52030.2968763,7.2164213308,,,,,
6753,51062,126482.922704,11.155585074,,,,,
6754,51063,179796.161344,19.6986688018,,,,,
6755,51101,690536.571055,14.9284193992,5.0,3.138764,1.592983735,637098.87,17.4328077761
6799,51103,370732.580645,20.6937729262,4.0,27.86321,0.14355847729,412343.69,16.6273047628
6845,51104,1055966.27691,13.9569852938,5.0,20.00953,0.249880931736,262630.44,14.2888471771
6900,51105,639140.615765,13.88197986,3.0,15.825592,0.189566368197,1225747.8,13.8483986556
6936,51106,2115528.21589,13.5578475989,12.0,81.702782,0.146873823709,2212881.05,14.2872779833
7069,51108,740233.514593,15.1850112135,3.0,116.455967,0.0257608096629,890409.13,12.6792561295
7104,51109,430417.683791,13.7828092624,2.0,49.159557,0.0406838491242,137848.04,12.7121525664
7124,51111,-112998.131354,-19.2403923873,,,,,
7125,51201,827016.759345,12.3570589388,3.0,295.817592,0.0101413846949,1183245.52,13.0540189651
7159,51231,-109046.393423,-113.202471936,,,,,
7160,51232,-8294.91361206,-1.27836402854,,,,,
7161,51234,216397.483585,11.0180387737,,,,,
7162,51235,240573.031316,10.1218205733,,,,,
7163,51237,373878.431298,16.4474795235,1.0,249.759921,0.00400384495637,50770.44,14.963818349
7175,51238,132710.453023,10.4021205965,1.0,118.831336,0.00841528870802,16123.6,12.5074469405
7183,51239,186951.969464,12.6042732915,,,,,
7184,51241,145065.228608,10.120703816,3.0,232.767886,0.0128883758475,290439.12,14.3447977478
7220,51242,399770.726115,11.15408978,,,,,
7221,51243,-7058.57573415,-8.04571737373,,,,,
7222,51244,-111877.928909,-18.5339672309,,,,,
7223,51245,36503.2235349,-15.425960429,1.0,203.413241,0.00491610081568,103158.12,14.799879487
7235,51246,410012.051532,13.8131924705,2.0,424.515402,0.00471125426917,431814.24,13.4362344437
7259,51247,560159.913219,12.7665057057,1.0,289.650577,0.00345243572568,114493.68,12.6389455557
7271,51248,148805.266751,13.0636400506,1.0,214.49695,0.00466207095252,78015.48,12.0122870552
7283,51249,300484.744841,13.7787028931,2.0,324.74321,0.00615871229455,293480.4,13.4727616277
7307,51301,1410619.14236,12.1430727556,7.0,406.942409,0.0172014512255,1718452.5,12.0928498987
7376,51331,250554.131353,12.9790705354,3.0,7.12251,0.421199829835,467415.47,14.7023954927
7407,51333,-70426.1294384,72.3393565419,,,,,
7408,51334,556867.93223,11.406820895,3.0,491.781068,0.00610027549902,666660.45,12.1763086884
7443,51338,168246.250653,15.1593176337,1.0,189.29993,0.00528262213304,2294.04,10.1957333333
7447,51341,706242.817268,11.5228901466,,,,,
7448,51342,274893.902966,14.2490352209,1.0,214.231634,0.00466784471242,63328.32,11.6049697636
7460,51343,-13489.2860945,17.5483705323,,,,,
7461,51345,29342.4022342,7.4297413001,,,,,
7462,51346,350544.104603,13.530860936,2.0,377.358581,0.00529999872986,200990.64,10.8987636648
7486,51347,340316.593316,13.913633536,2.0,223.92845,0.00893142430093,16145.52,11.9596444444
7494,51351,155667.200369,11.1744759667,2.0,278.931975,0.00717020700119,9382.92,11.661595824
7512,51354,-18517.12451,7.44169194388,,,,,
7513,51355,620749.082898,20.2628816614,1.0,11.052693,0.0904756876899,27996.9,17.2959164762
7523,51357,61030.6653967,7.56916372747,,,,,
7524,51358,322476.229251,16.5184694134,1.0,202.954357,0.00492721622133,35056.68,10.7999630314
7536,51363,-193633.969208,15.772980275,,,,,
7537,51364,102651.622587,9.44581165484,,,,,
7538,51365,68232.5829217,41.5580878297,,,,,
7539,51366,13787.2797158,-3.16298941081,,,,,
7540,51401,1047311.94207,12.1022538159,6.0,454.121,0.0132123376809,649086.12,11.0576098289
7598,51431,-9095.04827678,4.35046061366,,,,,
7599,51433,71856.5158289,6.96469209792,,,,,
7600,51436,206972.747806,16.4062887878,,,,,
7601,51439,29725.9086141,11.2035435398,,,,,
7602,51441,97811.2390417,6.26970508536,,,,,
7603,51442,469483.581702,13.2986813306,5.0,448.677639,0.01114385823,1265441.85,11.9230581152
7650,51443,69627.5074406,10.4080998463,2.0,276.442701,0.00723477231544,34105.69,15.0147436913
7662,51444,176178.515983,9.59717213786,,,,,
7663,51445,239855.946257,14.8811649748,3.0,327.873042,0.00914988308188,374376.64,11.6108461498
7692,51446,180987.746572,19.8976014872,,,,,
7693,51447,-98546.4084638,75.5371115996,,,,,
7694,51448,24933.6713068,23.2789640212,,,,,
7695,51449,245397.947439,14.1127342205,1.0,232.944822,0.00429286210964,118575.96,11.118233474
7707,51451,69838.5652883,21.3705878857,,,,,
7708,51453,-37204.3585026,4.9894644533,1.0,223.339647,0.00447748536112,139.5,15.5
7709,51454,65039.3141553,9.34716958388,,,,,
7710,51455,131258.898514,11.5377575113,1.0,287.004925,0.00348426076661,135168.0,13.8924518994
7722,51458,-101947.52442,7.94661105257,,,,,
7723,51459,-530580.763139,11.5223916164,,,,,
7724,51461,40462.6859938,7.17001025585,1.0,130.196128,0.00768071996734,119019.48,14.2657892844
7736,51462,141679.590851,18.9831268587,1.0,281.553969,0.00355171693566,10964.8,12.4826958106
7744,51463,112194.27582,15.5259451289,,,,,
7745,51465,-3805.38921272,-0.801863710169,,,,,
7746,51466,177260.173703,12.8565193124,1.0,134.548626,0.00743225724208,13701.12,16.5472463768
7754,51467,134974.789231,14.2369270839,,,,,
7755,51501,3060663.58303,14.3976024598,26.0,68.663347,0.378659082844,3210879.14,14.8068074219
8007,51503,2220286.01905,13.1489882882,15.0,311.311378,0.048183269421,2427395.66,13.0209797787
8157,51521,350648.274963,13.2828098932,2.0,223.26416,0.00895799845349,423056.28,14.5143147685
8181,51523,17847.6585006,-3.36208076707,,,,,
8182,51525,361070.079371,12.6166325836,,,,,
8183,51526,105056.770927,9.57465689534,1.0,111.333068,0.00898205733448,14769.93,14.6384764812
8190,51527,38988.5679105,29.370609852,,,,,
8191,51528,55500.1393162,8.86659944214,,,,,
8192,51529,205734.887773,16.3774855257,1.0,333.953737,0.00299442674001,182603.88,14.8763222211
8204,51531,-95242.4991451,9.44454006765,,,,,
8205,51532,62267.0573983,13.2497819557,,,,,
8206,51533,103785.625848,17.9396260454,,,,,
8207,51534,659582.719768,13.149063866,4.0,260.80305,0.0153372439471,359065.8,11.9865281425
8253,51535,294756.35901,16.4576490679,1.0,337.126792,0.00296624303891,841.62,12.1973913043
8255,51536,185342.033532,17.3409598203,,,,,
8256,51537,648173.186216,13.3208595257,4.0,422.332929,0.00947120085917,1100760.06,11.8619964827
8301,51541,-192792.785201,12.6276523839,,,,,
8302,51542,390669.612739,14.0299758399,,,,,
8303,51543,145973.14248,12.6367883592,,,,,
8304,51544,69782.6649899,9.63350619669,,,,,
8305,51545,-61136.4729315,21.1711194144,,,,,
8306,51546,294034.045948,13.112501891,2.0,293.310022,0.00681872370525,80725.17,10.7046942754
8323,51548,286605.508858,17.408134183,,,,,
8324,51549,293144.882367,17.2519297241,,,,,
8325,51551,300297.219675,14.2443759784,1.0,210.796119,0.00474392035652,20802.96,11.3305882353
8334,51552,28109.3264721,2.68868088347,,,,,
8335,51553,310499.334618,12.5978176329,1.0,118.587348,0.00843260277648,1146.42,21.8448932927
8337,51554,270018.376958,14.924262192,,,,,
8338,51555,352464.192802,12.3235545942,3.0,410.136654,0.00731463518498,275212.68,13.0669612928
8366,51556,238518.420509,11.9055423819,,,,,
8367,51557,153881.197529,14.8088525558,,,,,
8368,51558,206599.696087,16.3279368638,,,,,
8369,51559,183668.806656,12.0591260663,1.0,220.723262,0.00453056008206,43397.86,12.5978222691
8380,51561,265370.360505,12.9399386242,1.0,159.38428,0.00627414447648,107565.72,13.5782386088
8392,51562,282173.343598,12.199798115,,,,,
8393,51563,70656.7092007,8.56947245784,,,,,
8394,51564,150880.76386,12.6632835048,,,,,
8395,51565,257864.066588,13.7895532882,,,,,
8396,51566,703757.700914,12.2135293098,4.0,457.891547,0.00873569303956,775686.42,12.7046949395
8441,51571,237328.179383,12.7242408573,,,,,
8442,51572,90678.2254956,28.9609134231,,,,,
8443,51573,109109.098427,14.4991360781,,,,,
8444,51575,39060.9451185,52.1396834746,1.0,126.569658,0.00790078772276,14042.16,15.0511919053
8452,51576,299943.082398,13.2624234865,,,,,
8453,51577,115547.921602,13.2983998146,1.0,206.979038,0.00483140713022,43951.16,14.3880446525
8464,51578,-67720.4692457,8.59451014889,,,,,
8465,51579,305567.72598,14.460616243,1.0,301.420886,0.00331762013333,77336.4,14.3470614426
8477,51601,485670.740338,13.2288590938,5.0,276.34259,0.0180934831652,785887.14,13.4844692713
8528,51631,26577.7372711,4.99650052741,,,,,
8529,51632,484851.365594,12.7297763787,4.0,540.669979,0.00739822841172,651012.12,14.3057955193
8577,51636,-19322.1439374,-12.1791791055,,,,,
8578,51637,-182436.568542,10.599442658,,,,,
8579,51638,234020.118789,14.8007007281,,,,,
8580,51639,91676.4994206,27.1831134473,,,,,
8581,51645,-197310.0844,7.87717308448,,,,,
8582,51646,137250.478179,10.2255272996,,,,,
8583,51647,153196.539361,13.6124311055,,,,,
8584,51648,81792.6960614,8.93024233267,,,,,
8585,51649,-148755.757455,16.463498128,,,,,
8586,51652,-34978.2365558,14.3393205414,,,,,
8587,51653,245850.665563,14.5318583701,,,,,
8588,51654,-43863.1554898,8.61486935927,,,,,
8589,52001,3645284.13105,13.2187229397,18.0,75.057763,0.239815300651,2932690.24,12.8027154228
8763,52002,929447.517475,13.1178160068,5.0,74.76947,0.06687221402,1249261.82,12.1722850434
8818,52003,1248776.6377,14.8291058795,7.0,151.954104,0.0460665412499,949727.68,14.0954909398
8882,52031,334106.201397,11.9420539312,3.0,448.070077,0.00669538126734,264528.9,12.9989312066
8911,52032,-278214.098538,20.525821037,,,,,
8912,52033,398752.15613,12.5027625448,2.0,252.635822,0.00791653370518,173547.48,11.777588664
8927,52035,-20183.2824248,-6.15900565218,,,,,
8928,52037,49228.4318553,7.80182731986,1.0,176.775293,0.00565689912334,15542.4,13.2046489499
8936,52038,255599.321441,11.8173642947,,,,,
8937,52039,67959.361303,-8.60432396072,,,,,
8938,52041,97572.6488112,10.4856592722,,,,,
8939,52042,29145.8950186,6.03565544754,1.0,161.463192,0.00619336201405,58969.44,11.8270036101
8951,52043,469802.10521,14.0145852956,2.0,258.435335,0.00773887982462,84747.08,10.5323500316
8971,52044,-9007.34749903,5.34910035453,,,,,
8972,52045,252629.527353,13.6518830965,,,,,
8973,52046,255902.069512,11.3800998634,1.0,119.196635,0.00838949857939,20304.0,9.8802919708
8983,52047,156778.195853,9.70895991044,,,,,
8984,52048,161123.503499,12.0694731712,,,,,
8985,52049,14277.3610466,19.1933130456,,,,,
8986,52052,322084.86789,12.5252342981,4.0,249.00035,0.0160642344479,309852.3,14.19010524
9025,52053,-9126.037083,-3.22078467704,2.0,154.540299,0.012941608195,37551.23,12.4848242041
9037,52054,187382.415691,11.0649198845,,,,,
9038,52057,322676.304079,10.1781819856,3.0,362.350079,0.00827928617617,915973.92,13.122534727
9074,52064,221122.525297,15.0976154452,,,,,
9075,52065,131884.461315,11.3885830866,,,,,
9076,52066,315664.384195,13.3459858441,,,,,
9077,52068,530513.103533,14.2437585241,2.0,120.418986,0.0166086766417,40634.05,14.2828696462
9092,52069,254395.182602,12.1859288389,,,,,
9093,52072,503718.195818,11.1634732048,,,,,
9094,52073,26427.42002,5.34910685619,,,,,
9095,52074,454966.859156,11.2052406028,,,,,
9096,52076,61472.5866365,6.40872333389,2.0,252.900986,0.00790823330361,51249.72,10.6338250856
9111,52077,188753.062842,28.1852786952,,,,,
9112,52078,-127266.293522,20.1043952792,,,,,
9113,52079,38914.9022568,8.44293090247,1.0,153.776141,0.00650295938952,50582.51,12.3367763052
9124,52101,1310295.0453,12.0901973391,4.0,804.622162,0.00497127743792,1297119.96,13.2593897851
9172,52132,246874.923712,13.7470441198,,,,,
9173,52133,156343.29684,17.5245106621,,,,,
9174,52134,-164987.284859,10.896963179,,,,,
9175,52135,376099.311885,14.2918012656,,,,,
9176,52136,726803.432197,13.0123859525,2.0,552.444562,0.00362027276141,921447.84,11.6421156368
9200,52141,363116.655841,15.6742249467,,,,,
9201,52142,829847.023136,14.0557181013,1.0,189.331878,0.0052817307395,126403.92,13.5804293173
9213,52144,114248.485939,19.0434638756,1.0,194.119174,0.0051514746297,131665.32,12.83512897
9225,52146,-198971.634906,19.2603685769,1.0,221.678469,0.00451103801154,32217.1,14.4562056897
9235,52147,160244.387454,13.4483033788,,,,,
9236,52151,-6760.93930379,-6.46808976659,1.0,324.670969,0.00308004132023,96726.96,10.7639447152
9248,52154,-145235.233236,11.8748258406,1.0,189.966484,0.00526408647959,88540.4,16.6273051643
9258,52155,192444.590033,15.2344158657,,,,,
9259,52156,235679.396456,12.7543896322,,,,,
9260,52157,318453.101386,13.8058196791,,,,,
9261,52158,402263.630052,14.2737348379,,,,,
9262,52159,378996.423574,13.8191745104,2.0,197.141302,0.0101450075642,214949.04,14.2860492567
9286,52161,119477.899366,8.68651276017,,,,,
9287,52162,330436.163945,14.0648289177,1.0,258.921418,0.00386217566598,32156.63,10.676880935
9298,52163,264817.895561,12.9419121383,,,,,
9299,52164,-114036.98638,11.7979348109,,,,,
9300,52165,319520.621232,11.5506556662,,,,,
9301,52166,224262.837403,30.2856882798,1.0,0.493739,2.02536157768,81725.04,17.2743690552
9313,52168,487518.7018,12.1004845165,,,,,
9314,52169,161772.795612,15.2412646131,,,,,
9315,52171,-79777.9301233,15.3840784529,,,,,
9317,52172,732332.790678,13.9130157541,3.0,409.930314,0.00731831703473,788554.2,13.0247223125
9353,52175,292751.422458,12.0628189628,3.0,224.708583,0.0133506248847,240836.51,10.5591377719
9371,52201,392268.47242,13.3547355685,,,,,
9372,52202,54870.4650489,6.88408267749,,,,,
9373,52203,605451.748917,15.0653251937,,,,,
9374,52205,381357.766757,11.3132109544,2.0,309.946308,0.00645273051615,680007.92,12.0006303787
9397,52206,459406.292569,12.4770708879,,,,,
9398,52207,159019.061664,12.2791531541,1.0,102.173612,0.00978726287958,22050.9,11.8013914905
9408,52208,240990.547759,10.580364447,3.0,150.72943,0.0199032133274,320660.57,11.9128147421
9433,52209,201098.243626,9.21243499479,,,,,
9434,52211,89761.8233541,8.45002670482,2.0,236.939306,0.00844098023989,124693.26,12.603681242
9451,52212,-4157.12824358,-1.18914494268,,,,,
9452,52213,383219.083692,11.9627355497,1.0,194.486805,0.00514173699342,97212.96,10.3297162894
9464,52214,309537.185819,11.1580255669,1.0,247.622502,0.00403840520116,94877.64,11.1374418932
9476,52215,-62808.1527877,-133.818459695,,,,,
9477,52216,121656.548221,10.964658098,,,,,
9478,52217,79338.5122805,17.8077472487,,,,,
9479,52218,58948.1785669,5.6957460348,,,,,
9480,52219,157164.053654,8.94062235834,,,,,
9481,52221,246013.822333,11.5739295144,,,,,
9482,52222,66143.2039649,6.67484818869,,,,,
9483,52223,-2756.88279101,-0.810130928785,1.0,127.619807,0.00783577426974,674.73,29.2090909091
9486,52224,297089.812956,13.9308142395,1.0,256.593612,0.00389721315432,46479.6,12.596097561
9498,52225,-81345.2070567,-67.3554969323,,,,,
9499,52227,356385.071223,13.0813146415,1.0,76.013553,0.0131555487217,41406.4,12.9172983934
9509,52228,379197.347857,13.8592882421,1.0,96.928032,0.0103169328765,26350.48,12.9550049164
9517,52229,105992.466986,10.9853794682,,,,,
9518,52231,-23999.8307521,76.764207216,,,,,
9519,52232,16491.6732861,3.22569136782,,,,,
9520,52233,1530867.07043,14.2648310259,3.0,9.080084,0.330393419268,351150.12,13.966185258
9556,52235,143063.46694,32.5126920995,,,,,
9557,52236,65176.102811,7.33284202674,,,,,
9558,52237,316964.570305,11.725965107,,,,,
9559,52241,1592664.8499,15.3709370314,13.0,30.871305,0.421103027553,1687387.48,15.6071501145
9680,52242,2998058.91422,15.7039399889,,,,,
9681,52245,1780460.98611,16.550087117,2.0,21.712859,0.0921113152349,602416.85,16.2062213578
9694,52246,999647.140415,15.9015819277,4.0,23.832009,0.167841494185,811368.48,14.3738552199
9790,52247,818022.051188,14.6727790512,,,,,
9791,52248,113299.322298,13.6832763442,1.0,295.236835,0.00338711123224,20548.5,11.513054684
9801,52249,119127.343995,13.8512172105,,,,,
9802,52251,209691.818412,10.6379567512,,,,,
9803,52253,735057.435673,13.9801200781,1.0,121.480006,0.0082318072984,107001.24,12.0399270861
9815,52254,268483.417675,11.6903129994,1.0,146.759383,0.00681387438103,25550.5,15.0058730252
9825,52255,228465.45485,13.1482461651,,,,,
9826,52257,-220411.200548,22.7681643262,,,,,
9827,52301,304413.165906,10.0743274583,1.0,316.484635,0.00315971105517,375884.16,11.795774807
9839,52302,2098885.47588,13.4719567077,10.0,192.237746,0.0520189203633,1347655.78,12.5720960649
9946,52305,6926.34198214,1.433611928,,,,,
9947,52306,320559.082117,12.8652359051,1.0,194.245557,0.00514812289889,39078.0,13.9703989704
9959,52307,701557.415938,15.7999329631,,,,,
9960,52308,376325.899251,15.6443594393,,,,,
9961,52309,53230.917578,14.4187808655,,,,,
9962,52312,250003.566058,11.6996404191,,,,,
9963,52313,-191653.536732,17.5305528399,,,,,
9964,52314,617019.805349,14.3884279632,3.0,155.658054,0.0192730149382,170943.24,12.841047907
9988,52315,212785.045556,13.1379366522,,,,,
9989,52316,287732.191961,12.9206016872,1.0,180.293861,0.00554650055445,6506.6,8.05122811359
9994,52317,1362141.1923,15.6697701448,8.0,95.897591,0.0834223249675,1124651.4,15.0370788915
10072,52318,65781.015341,10.3527647823,,,,,
10073,52321,129388.015159,13.0443019965,,,,,
10074,52322,281091.96031,15.20517346,,,,,
10075,52323,151764.620479,10.0723187455,,,,,
10076,52324,99489.7256919,8.02197976378,1.0,107.056042,0.00934090202961,34158.78,11.8237383178
10085,52325,297163.093669,13.6243026876,,,,,
10086,52326,115538.790129,8.82407674778,,,,,
10087,52327,582936.674514,13.0044962907,2.0,217.607612,0.00919085495961,284329.8,15.3962091282
10111,52328,53848.7669236,-105.309298536,1.0,7.989464,0.125164842097,90.0,20.0
10112,52329,115667.422815,10.9594191025,,,,,
10113,52332,365089.484857,12.2138307074,1.0,110.692089,0.00903406927301,102962.28,11.3868112326
10125,52333,765982.487632,13.7274934457,2.0,234.514567,0.00852825487809,221257.92,13.98419416
10147,52334,444201.80753,12.6268444081,,,,,
10148,52335,140024.11876,9.55312220065,,,,,
10149,52336,312991.849348,11.6720493701,1.0,127.253732,0.00785831569953,38201.4,10.5674688797
10159,52337,182164.830356,13.5864620626,1.0,70.714333,0.0141414046852,1416.24,11.0816901408
10162,52338,309967.033361,13.6472871345,3.0,88.82337,0.033774895053,348528.0,26.4125205751
10194,52339,-1460527.28503,13.7041010538,,,,,
10195,52341,167857.718035,18.7606381901,,,,,
10196,52342,118915.460935,8.75570504209,2.0,232.660911,0.00859620118998,558849.84,13.3007042937
10220,52345,304417.811785,11.1103041731,1.0,8.460683,0.118193767572,22656.5,10.6870283019
10230,52346,192894.538426,10.7833275339,,,,,
10231,52347,321735.386759,12.3882925561,2.0,166.647034,0.0120014137185,32957.28,13.5515131579
10243,52348,-30266.4187446,-2.11156774619,,,,,
10244,52349,683477.133634,12.9863057004,1.0,382.672144,0.0026132030138,332040.12,11.9581701889
10256,52351,343189.094026,14.0200265324,1.0,2.13643,0.468070566319,3485.19,16.6556272401
10259,52352,182715.095398,13.5451506631,1.0,205.022618,0.00487751063641,20102.56,9.7396124031
10267,52353,855664.621204,13.1716478671,5.0,395.338718,0.0126473825415,1441666.98,14.6848534038
10325,52354,-86240.2302809,-62.2525305667,,,,,
10326,52355,-186708.091199,11.9689844229,,,,,
10327,52356,349731.056109,13.1366746709,1.0,232.4078,0.00430278157618,125846.16,12.7273146519
10339,52358,678362.945266,14.2238813237,2.0,200.939529,0.00995324319686,82201.64,11.8744568483
10361,52359,35941.0354287,3.55392050824,,,,,
10362,52361,609874.81827,14.4712119982,2.0,330.197198,0.00605698658897,326208.24,12.0439952859
10386,52362,184512.437515,11.3062347782,,,,,
10387,52401,728093.311236,17.2653523006,3.0,3.464505,0.865924569311,80271.72,13.7089134207
10418,52402,4088884.42406,13.5040651955,28.0,36.420817,0.768791100979,4842123.87,13.6285375909
10709,52403,2058016.36626,14.4275601626,7.0,69.523743,0.100685027847,1534958.54,15.0281983611
10784,52404,3239978.12745,14.0914489149,24.0,142.93349,0.167910263718,3129895.29,13.9479170473
11021,52405,1808755.2737,12.994436576,12.0,38.49318,0.311743534829,1249434.72,12.1227674071
11148,52411,449857.312503,21.0153751808,1.0,44.635019,0.0224039335572,,
11160,52501,3015090.38952,13.9564249574,11.0,591.297871,0.0186031449452,3022195.08,14.3733235019
11270,52531,415817.138015,13.0414265013,2.0,563.107904,0.00355171715011,342964.8,13.9337061287
11294,52533,207989.787461,14.0772015517,,,,,
11295,52534,505255.647857,11.1717869465,,,,,
11296,52535,142953.442408,11.1623956573,,,,,
11297,52536,250313.691025,13.8782702122,,,,,
11298,52537,639759.506627,11.4208837845,1.0,900.130186,0.0011109504109,133833.84,12.3542730546
11310,52542,147881.600964,16.054812548,,,,,
11311,52543,-265170.685035,16.4227139313,,,,,
11312,52544,602776.48606,12.844776185,5.0,355.984819,0.0140455427679,846296.4,11.8775041388
11372,52548,19307.3983718,5.56720497535,,,,,
11373,52549,113194.503539,13.508737227,,,,,
11374,52551,-165621.572446,18.2942126052,,,,,
11375,52552,127221.98299,18.9860706033,,,,,
11376,52553,263430.321518,13.8786658354,1.0,218.424094,0.00457824950392,28584.4,14.5652993631
11386,52554,45225.2934178,8.36059781199,1.0,94.705759,0.0105590199641,35275.13,13.4458280922
11397,52555,90707.7527781,9.43493534042,,,,,
11398,52556,418037.687088,11.7497981971,4.0,458.48455,0.00872439431165,997878.34,15.2955831761
11444,52561,266407.779891,11.9990094203,,,,,
11445,52563,19697.7460174,8.95283289856,,,,,
11446,52565,149710.059773,15.1704141626,2.0,307.637735,0.00650115305263,178788.78,13.713404083
11469,52566,276705.063117,9.87830027369,,,,,
11470,52567,244794.513337,11.9700860905,,,,,
11471,52569,-160343.186466,12.958066658,,,,,
11472,52571,280056.339931,12.8592790017,1.0,276.402554,0.0036179115769,78107.28,17.0950492449
11484,52572,52725.6870061,21.2783763611,,,,,
11485,52573,-292808.098918,16.4805345137,,,,,
11486,52574,103033.268385,14.9762984707,,,,,
11487,52576,251768.045914,11.3368712416,,,,,
11488,52577,937117.702136,12.4479836399,6.0,415.772496,0.014430968998,1480457.16,13.5863538953
11554,52581,-24740.6404515,-12.5123750204,,,,,
11555,52583,-53454.8883677,11.5990645152,,,,,
11556,52584,-105519.89966,7.87484245107,,,,,
11557,52585,281288.261482,15.2370922615,,,,,
11558,52586,235565.560652,12.4054972066,,,,,
11559,52588,339795.747287,17.7406493542,,,,,
11560,52591,304286.114686,12.0223896208,2.0,327.849389,0.00610036213915,153877.32,11.2806006651
11584,52593,148537.876395,34.1676134115,,,,,
11585,52594,98408.6737189,51.0427212416,,,,,
11586,52595,526308.13055,17.2132150271,,,,,
11587,52601,1998477.35836,13.973658482,13.0,312.02532,0.0416632855308,1576655.28,14.6663315401
11715,52619,91921.618315,11.2108612784,,,,,
11716,52621,15762.2126375,-187.216981083,,,,,
11717,52623,123897.679381,10.4791844136,1.0,151.439917,0.00660327884358,3405.36,11.7022680412
11721,52624,67725.8398856,12.1797883962,,,,,
11722,52625,169115.420586,11.835801185,1.0,285.245058,0.00350575749502,15893.64,17.1452427184
11728,52626,16358.5983884,16.0467138887,1.0,247.437264,0.00404142845679,22702.79,13.8015915474
11739,52627,1279831.0639,13.7555850835,6.0,188.414662,0.0318446554865,1377596.2,13.7478641153
11802,52632,941382.250147,13.323488937,7.0,140.470022,0.0498326966874,1415811.0,13.9040796834
11873,52635,377196.825014,11.7369491117,,,,,
11874,52637,248582.436052,14.238194638,1.0,172.04191,0.00581253718934,126300.96,14.8464305362
11886,52638,182483.396854,14.0574793822,,,,,
11887,52639,-5310.5906178,-2.67981155642,2.0,117.469873,0.0170256419703,9843.66,14.6483035714
11894,52641,627978.432083,10.7376888706,5.0,551.76361,0.00906185168681,1379606.24,12.7516429127
11946,52644,87828.273379,11.8204451071,,,,,
11947,52645,4587.3566276,0.878734885222,,,,,
11948,52646,133403.835031,12.6617467065,,,,,
11949,52647,536560.717239,11.7759561775,,,,,
11950,52649,-6323.76528105,-2.09120736867,,,,,
11951,52651,-10726.424468,5.42209972586,,,,,
11952,52653,356975.265599,14.3803781715,3.0,312.47521,0.00960076160922,106269.26,12.3644243702
11975,52654,80605.5410182,12.3041240257,,,,,
11976,52655,586146.995204,14.0953605629,5.0,42.56453,0.117468699878,1105296.69,14.0839641489
12027,52656,359368.63694,13.0531150146,1.0,247.274743,0.00404408468033,253275.84,16.8177848606
12039,52658,-135886.39001,22.6452362389,,,,,
12040,52659,129551.75322,17.1486151459,,,,,
12041,52701,249531.103588,10.785314783,,,,,
12042,52721,-5653.85596441,-1.22121791083,,,,,
12043,52722,1278676.76698,14.8329039855,12.0,73.161625,0.164020413707,1160243.65,13.5574491361
12163,52726,-321498.539894,15.7932691507,1.0,94.823134,0.0105459496835,103729.44,12.3871430004
12175,52727,179247.726809,9.73763267369,,,,,
12176,52728,87415.9298169,6.9960566774,1.0,5.764558,0.17347383789,45171.28,12.6256110684
12187,52729,232854.983365,11.0450155639,,,,,
12188,52731,171637.325818,10.6079084115,,,,,
12189,52732,2141824.39798,13.0207011628,10.0,310.704633,0.032184907909,1607331.18,13.2434380626
12290,52737,-154565.437765,11.0650164632,,,,,
12291,52738,377150.793012,13.626015187,2.0,323.19118,0.0061882876878,175065.36,14.7488045291
12313,52739,-6282.14880288,-3.19113488943,,,,,
12314,52742,583584.782807,12.0334628592,2.0,304.142776,0.00657585896434,254691.76,13.7818724906
12326,52745,396933.86319,13.1064009707,,,,,
