,Zip Code,Stores per Zip,Store Number,Year,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Area,Total Pop,Median HH Inc,Per Capita Inc,White,Afr Amer,Native Amer,Asian Amer,Pac Islander,Other,Bi- Multi-Racial,Hispanic or Latino,Med Age,<5 years,5-17 yrs,18-20 yrs,21-24 yrs,25-34 yrs,35-44 yrs,45-54 yrs,55-59 yrs,60-64 yrs,65-74 yrs,78-84 yrs,85+ yrs,% P16+ in labor force,Total # Homes Owned,Med. Home Value,Tot Housing units,Owner occupied housing units,Renter occupied housing units,households,Family households,Married-couple family households,Single mother households,Nonfamily households,Single Occupancy,Avg HH Size,Avg Family Size,Pop Below Poverty Level,% P25+ HS Grad,% P25-54 BA+,21-54 years,21+ years,P21-54/Stores/Zip,P21+/Stores/Zip
1324,51025,2,3650,2015,1542,23756.4,1597.0,51025,2190.0,35058.0,16851.0,2173.0,1.0,2.0,6.0,0.0,2.0,6.0,5.0,40.7,133.0,438.0,59.0,77.0,210.0,312.0,286.0,83.0,95.0,213.0,208.0,76.0,63.4,490.0,61300.0,959.0,649.0,237.0,886.0,608.0,528.0,54.0,278.0,252.0,2.41,2.95,2119.0,87.2,17.0,885.0,1560.0,442.5,780.0
1326,51027,2,4563,2015,155,2438.71,145.5,51027,1248.0,39250.0,14572.0,1233.0,0.0,0.0,8.0,1.0,0.0,6.0,9.0,37.0,83.0,270.0,62.0,46.0,124.0,200.0,147.0,67.0,51.0,112.0,79.0,7.0,67.7,262.0,72600.0,483.0,375.0,80.0,455.0,356.0,326.0,22.0,99.0,90.0,2.74,3.16,1395.0,81.3,15.1,517.0,833.0,258.5,416.5
1328,51028,2,4862,2015,377,4294.86,375.75,51028,2046.0,38594.0,18793.0,2015.0,6.0,3.0,5.0,4.0,1.0,12.0,12.0,39.4,134.0,422.0,64.0,70.0,199.0,293.0,236.0,104.0,89.0,215.0,144.0,76.0,62.9,473.0,84800.0,865.0,626.0,172.0,798.0,570.0,516.0,37.0,228.0,214.0,2.52,3.06,2038.0,88.7,17.3,798.0,1426.0,399.0,713.0
1330,51031,8,2604,2015,4043,53845.76,3794.87,51031,11927.0,40287.0,19058.0,11639.0,47.0,20.0,38.0,8.0,92.0,83.0,247.0,36.7,857.0,2525.0,455.0,475.0,1392.0,1922.0,1505.0,530.0,444.0,872.0,656.0,294.0,69.4,2682.0,91500.0,4779.0,3367.0,1172.0,4539.0,3197.0,2721.0,337.0,1342.0,1173.0,2.57,3.11,11676.0,86.5,20.2,5294.0,8090.0,661.75,1011.25
1332,51031,8,3742,2015,1098,16030.44,1197.0,51031,11927.0,40287.0,19058.0,11639.0,47.0,20.0,38.0,8.0,92.0,83.0,247.0,36.7,857.0,2525.0,455.0,475.0,1392.0,1922.0,1505.0,530.0,444.0,872.0,656.0,294.0,69.4,2682.0,91500.0,4779.0,3367.0,1172.0,4539.0,3197.0,2721.0,337.0,1342.0,1173.0,2.57,3.11,11676.0,86.5,20.2,5294.0,8090.0,661.75,1011.25
1334,51031,8,4231,2015,973,12090.82,1277.75,51031,11927.0,40287.0,19058.0,11639.0,47.0,20.0,38.0,8.0,92.0,83.0,247.0,36.7,857.0,2525.0,455.0,475.0,1392.0,1922.0,1505.0,530.0,444.0,872.0,656.0,294.0,69.4,2682.0,91500.0,4779.0,3367.0,1172.0,4539.0,3197.0,2721.0,337.0,1342.0,1173.0,2.57,3.11,11676.0,86.5,20.2,5294.0,8090.0,661.75,1011.25
1336,51031,8,4277,2015,2508,36634.82,2328.47,51031,11927.0,40287.0,19058.0,11639.0,47.0,20.0,38.0,8.0,92.0,83.0,247.0,36.7,857.0,2525.0,455.0,475.0,1392.0,1922.0,1505.0,530.0,444.0,872.0,656.0,294.0,69.4,2682.0,91500.0,4779.0,3367.0,1172.0,4539.0,3197.0,2721.0,337.0,1342.0,1173.0,2.57,3.11,11676.0,86.5,20.2,5294.0,8090.0,661.75,1011.25
1338,51034,3,3932,2015,1633,22826.04,1797.38,51034,2156.0,30984.0,17751.0,2127.0,2.0,8.0,3.0,0.0,0.0,16.0,9.0,45.0,112.0,370.0,63.0,78.0,187.0,268.0,254.0,110.0,100.0,210.0,242.0,162.0,57.2,484.0,55500.0,943.0,661.0,190.0,851.0,555.0,475.0,49.0,296.0,275.0,2.34,2.94,2007.0,76.0,12.5,787.0,1611.0,262.333333333,537.0
1341,51035,2,3484,2015,313,4020.39,344.25,51035,1804.0,38125.0,17473.0,1777.0,1.0,5.0,12.0,0.0,1.0,8.0,7.0,41.0,91.0,386.0,48.0,53.0,151.0,284.0,217.0,79.0,77.0,197.0,145.0,76.0,62.8,439.0,64500.0,779.0,560.0,145.0,705.0,490.0,436.0,33.0,215.0,193.0,2.49,3.05,1756.0,88.1,18.1,705.0,1279.0,352.5,639.5
1343,51038,2,4985,2015,64,531.96,38.25,51038,1543.0,44650.0,17450.0,1525.0,3.0,0.0,3.0,0.0,5.0,7.0,19.0,36.9,94.0,365.0,47.0,44.0,175.0,248.0,199.0,66.0,57.0,138.0,87.0,23.0,68.8,327.0,82500.0,592.0,478.0,87.0,565.0,431.0,379.0,35.0,134.0,117.0,2.73,3.19,1530.0,88.3,15.5,666.0,1037.0,333.0,518.5
1345,51040,4,3723,2015,2264,27713.0,2015.71,51040,3662.0,35849.0,18760.0,3574.0,1.0,52.0,6.0,1.0,1.0,27.0,40.0,42.0,214.0,648.0,100.0,117.0,374.0,523.0,430.0,206.0,172.0,381.0,321.0,176.0,61.5,937.0,63000.0,1727.0,1149.0,404.0,1553.0,955.0,767.0,136.0,598.0,521.0,2.29,2.92,3469.0,80.6,14.8,1444.0,2700.0,361.0,675.0
1347,51040,4,4846,2015,431,3138.69,201.6,51040,3662.0,35849.0,18760.0,3574.0,1.0,52.0,6.0,1.0,1.0,27.0,40.0,42.0,214.0,648.0,100.0,117.0,374.0,523.0,430.0,206.0,172.0,381.0,321.0,176.0,61.5,937.0,63000.0,1727.0,1149.0,404.0,1553.0,955.0,767.0,136.0,598.0,521.0,2.29,2.92,3469.0,80.6,14.8,1444.0,2700.0,361.0,675.0
1349,51041,4,4255,2015,2783,40616.0,3422.32,51041,6602.0,40356.0,17036.0,6437.0,28.0,6.0,62.0,1.0,36.0,32.0,70.0,28.4,414.0,1203.0,871.0,625.0,595.0,799.0,695.0,219.0,222.0,412.0,385.0,162.0,69.9,1364.0,98100.0,2106.0,1625.0,389.0,2014.0,1551.0,1450.0,78.0,463.0,437.0,2.7,3.16,5374.0,83.7,30.1,2714.0,4114.0,678.5,1028.5
1351,51041,4,5133,2015,426,5737.21,418.5,51041,6602.0,40356.0,17036.0,6437.0,28.0,6.0,62.0,1.0,36.0,32.0,70.0,28.4,414.0,1203.0,871.0,625.0,595.0,799.0,695.0,219.0,222.0,412.0,385.0,162.0,69.9,1364.0,98100.0,2106.0,1625.0,389.0,2014.0,1551.0,1450.0,78.0,463.0,437.0,2.7,3.16,5374.0,83.7,30.1,2714.0,4114.0,678.5,1028.5
1353,51046,4,4173,2015,339,4794.2,391.86,51046,2112.0,34534.0,16865.0,2083.0,6.0,3.0,8.0,0.0,3.0,9.0,24.0,42.8,101.0,394.0,86.0,73.0,167.0,301.0,289.0,108.0,114.0,226.0,178.0,75.0,61.2,570.0,52900.0,937.0,696.0,180.0,876.0,608.0,543.0,39.0,268.0,250.0,2.37,2.89,2129.0,85.8,15.5,830.0,1531.0,207.5,382.75
1355,51046,4,4777,2015,393,3893.47,394.7,51046,2112.0,34534.0,16865.0,2083.0,6.0,3.0,8.0,0.0,3.0,9.0,24.0,42.8,101.0,394.0,86.0,73.0,167.0,301.0,289.0,108.0,114.0,226.0,178.0,75.0,61.2,570.0,52900.0,937.0,696.0,180.0,876.0,608.0,543.0,39.0,268.0,250.0,2.37,2.89,2129.0,85.8,15.5,830.0,1531.0,207.5,382.75
1357,51050,2,3695,2015,773,10120.82,837.35,51050,2938.0,38646.0,16423.0,2919.0,3.0,0.0,3.0,0.0,3.0,10.0,8.0,36.8,204.0,699.0,105.0,78.0,309.0,428.0,371.0,133.0,94.0,219.0,205.0,93.0,67.3,535.0,80800.0,1109.0,821.0,236.0,1057.0,772.0,691.0,44.0,285.0,256.0,2.72,3.28,2845.0,86.0,13.6,1186.0,1930.0,593.0,965.0
1359,51053,1,3864,2015,77,1056.37,90.75,51053,1257.0,34808.0,14594.0,1222.0,2.0,2.0,2.0,1.0,16.0,12.0,35.0,38.7,91.0,269.0,44.0,47.0,118.0,190.0,165.0,62.0,49.0,109.0,84.0,29.0,70.0,313.0,51700.0,531.0,389.0,105.0,494.0,351.0,296.0,34.0,143.0,124.0,2.54,3.05,1265.0,90.9,14.9,520.0,853.0,520.0,853.0
1360,51054,4,4197,2015,911,12836.69,1131.75,51054,4062.0,50255.0,19837.0,3862.0,30.0,31.0,68.0,0.0,25.0,46.0,69.0,33.2,312.0,985.0,192.0,160.0,508.0,706.0,600.0,158.0,141.0,191.0,85.0,24.0,78.4,761.0,123300.0,1460.0,1034.0,375.0,1409.0,1114.0,903.0,162.0,295.0,246.0,2.87,3.22,4017.0,91.0,20.6,1974.0,2573.0,493.5,643.25
1362,51054,4,4888,2015,993,10512.23,582.27,51054,4062.0,50255.0,19837.0,3862.0,30.0,31.0,68.0,0.0,25.0,46.0,69.0,33.2,312.0,985.0,192.0,160.0,508.0,706.0,600.0,158.0,141.0,191.0,85.0,24.0,78.4,761.0,123300.0,1460.0,1034.0,375.0,1409.0,1114.0,903.0,162.0,295.0,246.0,2.87,3.22,4017.0,91.0,20.6,1974.0,2573.0,493.5,643.25
1364,51055,2,4444,2015,817,9311.36,672.17,51055,1375.0,39276.0,18351.0,1345.0,1.0,12.0,3.0,0.0,0.0,14.0,11.0,39.4,85.0,277.0,61.0,38.0,137.0,214.0,209.0,65.0,67.0,102.0,103.0,17.0,68.6,352.0,85000.0,591.0,423.0,140.0,563.0,393.0,332.0,41.0,170.0,161.0,2.44,3.0,1325.0,94.6,15.2,598.0,952.0,299.0,476.0
1366,51058,2,4569,2015,274,3193.5,240.0,51058,1073.0,33542.0,15994.0,1058.0,1.0,6.0,0.0,0.0,2.0,6.0,4.0,45.8,48.0,183.0,33.0,25.0,84.0,144.0,172.0,53.0,52.0,123.0,102.0,54.0,54.3,307.0,37500.0,516.0,384.0,80.0,464.0,314.0,273.0,25.0,150.0,139.0,2.25,2.76,973.0,83.4,11.4,425.0,809.0,212.5,404.5
1368,51101,10,3986,2015,2820,33925.38,2083.49,51101,844.0,10745.0,9462.0,593.0,82.0,72.0,15.0,0.0,64.0,18.0,148.0,37.4,45.0,91.0,51.0,68.0,144.0,136.0,100.0,26.0,26.0,78.0,56.0,23.0,35.5,7.0,32500.0,423.0,15.0,371.0,386.0,101.0,47.0,43.0,285.0,267.0,1.6,2.85,534.0,62.9,7.2,448.0,657.0,44.8,65.7
1370,51101,10,4676,2015,620,5002.91,298.89,51101,844.0,10745.0,9462.0,593.0,82.0,72.0,15.0,0.0,64.0,18.0,148.0,37.4,45.0,91.0,51.0,68.0,144.0,136.0,100.0,26.0,26.0,78.0,56.0,23.0,35.5,7.0,32500.0,423.0,15.0,371.0,386.0,101.0,47.0,43.0,285.0,267.0,1.6,2.85,534.0,62.9,7.2,448.0,657.0,44.8,65.7
1372,51101,10,4703,2015,359,4044.24,218.5,51101,844.0,10745.0,9462.0,593.0,82.0,72.0,15.0,0.0,64.0,18.0,148.0,37.4,45.0,91.0,51.0,68.0,144.0,136.0,100.0,26.0,26.0,78.0,56.0,23.0,35.5,7.0,32500.0,423.0,15.0,371.0,386.0,101.0,47.0,43.0,285.0,267.0,1.6,2.85,534.0,62.9,7.2,448.0,657.0,44.8,65.7
1374,51101,10,5027,2015,498,11906.43,544.5,51101,844.0,10745.0,9462.0,593.0,82.0,72.0,15.0,0.0,64.0,18.0,148.0,37.4,45.0,91.0,51.0,68.0,144.0,136.0,100.0,26.0,26.0,78.0,56.0,23.0,35.5,7.0,32500.0,423.0,15.0,371.0,386.0,101.0,47.0,43.0,285.0,267.0,1.6,2.85,534.0,62.9,7.2,448.0,657.0,44.8,65.7
1376,51101,10,5188,2015,135,1887.73,96.4,51101,844.0,10745.0,9462.0,593.0,82.0,72.0,15.0,0.0,64.0,18.0,148.0,37.4,45.0,91.0,51.0,68.0,144.0,136.0,100.0,26.0,26.0,78.0,56.0,23.0,35.5,7.0,32500.0,423.0,15.0,371.0,386.0,101.0,47.0,43.0,285.0,267.0,1.6,2.85,534.0,62.9,7.2,448.0,657.0,44.8,65.7
1380,51103,8,4554,2015,245,2469.91,173.35,51103,17494.0,32652.0,14974.0,13466.0,850.0,655.0,613.0,4.0,1302.0,604.0,2757.0,31.9,1503.0,3633.0,868.0,990.0,2495.0,2414.0,2142.0,692.0,563.0,1086.0,803.0,305.0,66.0,3739.0,61000.0,6574.0,3997.0,2195.0,6192.0,4250.0,2886.0,1038.0,1942.0,1531.0,2.74,3.27,17103.0,70.9,7.5,8041.0,11490.0,1005.125,1436.25
1382,51103,8,4588,2015,3039,26047.34,1460.82,51103,17494.0,32652.0,14974.0,13466.0,850.0,655.0,613.0,4.0,1302.0,604.0,2757.0,31.9,1503.0,3633.0,868.0,990.0,2495.0,2414.0,2142.0,692.0,563.0,1086.0,803.0,305.0,66.0,3739.0,61000.0,6574.0,3997.0,2195.0,6192.0,4250.0,2886.0,1038.0,1942.0,1531.0,2.74,3.27,17103.0,70.9,7.5,8041.0,11490.0,1005.125,1436.25
1384,51103,8,5045,2015,1017,6600.6,487.5,51103,17494.0,32652.0,14974.0,13466.0,850.0,655.0,613.0,4.0,1302.0,604.0,2757.0,31.9,1503.0,3633.0,868.0,990.0,2495.0,2414.0,2142.0,692.0,563.0,1086.0,803.0,305.0,66.0,3739.0,61000.0,6574.0,3997.0,2195.0,6192.0,4250.0,2886.0,1038.0,1942.0,1531.0,2.74,3.27,17103.0,70.9,7.5,8041.0,11490.0,1005.125,1436.25
1386,51104,10,2623,2015,7484,105536.35,7128.27,51104,22132.0,46380.0,24433.0,19903.0,376.0,209.0,609.0,11.0,688.0,336.0,1532.0,35.4,1591.0,4256.0,939.0,1183.0,2988.0,3244.0,3019.0,960.0,747.0,1505.0,1186.0,514.0,68.5,5526.0,89800.0,9043.0,5784.0,2780.0,8564.0,5596.0,4471.0,802.0,2968.0,2481.0,2.51,3.12,21713.0,87.0,33.0,10434.0,15346.0,1043.4,1534.6
1388,51104,10,2667,2015,718,8456.63,694.2,51104,22132.0,46380.0,24433.0,19903.0,376.0,209.0,609.0,11.0,688.0,336.0,1532.0,35.4,1591.0,4256.0,939.0,1183.0,2988.0,3244.0,3019.0,960.0,747.0,1505.0,1186.0,514.0,68.5,5526.0,89800.0,9043.0,5784.0,2780.0,8564.0,5596.0,4471.0,802.0,2968.0,2481.0,2.51,3.12,21713.0,87.0,33.0,10434.0,15346.0,1043.4,1534.6
1390,51104,10,3655,2015,849,9142.26,577.45,51104,22132.0,46380.0,24433.0,19903.0,376.0,209.0,609.0,11.0,688.0,336.0,1532.0,35.4,1591.0,4256.0,939.0,1183.0,2988.0,3244.0,3019.0,960.0,747.0,1505.0,1186.0,514.0,68.5,5526.0,89800.0,9043.0,5784.0,2780.0,8564.0,5596.0,4471.0,802.0,2968.0,2481.0,2.51,3.12,21713.0,87.0,33.0,10434.0,15346.0,1043.4,1534.6
1392,51104,10,4975,2015,300,2866.64,166.2,51104,22132.0,46380.0,24433.0,19903.0,376.0,209.0,609.0,11.0,688.0,336.0,1532.0,35.4,1591.0,4256.0,939.0,1183.0,2988.0,3244.0,3019.0,960.0,747.0,1505.0,1186.0,514.0,68.5,5526.0,89800.0,9043.0,5784.0,2780.0,8564.0,5596.0,4471.0,802.0,2968.0,2481.0,2.51,3.12,21713.0,87.0,33.0,10434.0,15346.0,1043.4,1534.6
1394,51104,10,5083,2015,341,2564.4,162.45,51104,22132.0,46380.0,24433.0,19903.0,376.0,209.0,609.0,11.0,688.0,336.0,1532.0,35.4,1591.0,4256.0,939.0,1183.0,2988.0,3244.0,3019.0,960.0,747.0,1505.0,1186.0,514.0,68.5,5526.0,89800.0,9043.0,5784.0,2780.0,8564.0,5596.0,4471.0,802.0,2968.0,2481.0,2.51,3.12,21713.0,87.0,33.0,10434.0,15346.0,1043.4,1534.6
1396,51105,6,2621,2015,6502,80768.93,5850.95,51105,11947.0,26972.0,12679.0,7984.0,440.0,494.0,841.0,9.0,1643.0,536.0,3187.0,29.4,1183.0,2401.0,592.0,866.0,1995.0,1669.0,1347.0,421.0,358.0,608.0,394.0,113.0,64.1,1409.0,49400.0,4666.0,2082.0,2197.0,4279.0,2627.0,1629.0,668.0,1652.0,1274.0,2.75,3.43,11951.0,59.3,4.7,5877.0,7771.0,979.5,1295.16666667
1398,51105,6,4452,2015,1605,12151.77,798.27,51105,11947.0,26972.0,12679.0,7984.0,440.0,494.0,841.0,9.0,1643.0,536.0,3187.0,29.4,1183.0,2401.0,592.0,866.0,1995.0,1669.0,1347.0,421.0,358.0,608.0,394.0,113.0,64.1,1409.0,49400.0,4666.0,2082.0,2197.0,4279.0,2627.0,1629.0,668.0,1652.0,1274.0,2.75,3.43,11951.0,59.3,4.7,5877.0,7771.0,979.5,1295.16666667
1400,51105,6,4558,2015,1313,9224.95,726.77,51105,11947.0,26972.0,12679.0,7984.0,440.0,494.0,841.0,9.0,1643.0,536.0,3187.0,29.4,1183.0,2401.0,592.0,866.0,1995.0,1669.0,1347.0,421.0,358.0,608.0,394.0,113.0,64.1,1409.0,49400.0,4666.0,2082.0,2197.0,4279.0,2627.0,1629.0,668.0,1652.0,1274.0,2.75,3.43,11951.0,59.3,4.7,5877.0,7771.0,979.5,1295.16666667
1402,51106,24,2594,2015,5098,73663.47,4833.67,51106,27003.0,42413.0,19790.0,25267.0,247.0,160.0,290.0,3.0,671.0,365.0,1336.0,34.3,1948.0,4945.0,1568.0,1698.0,3569.0,3795.0,3453.0,1202.0,1023.0,1847.0,1410.0,545.0,71.9,6836.0,83800.0,10652.0,7551.0,2780.0,10331.0,7060.0,5655.0,1048.0,3271.0,2642.0,2.51,3.02,25803.0,88.9,23.6,12515.0,18542.0,521.458333333,772.583333333
1406,51106,24,3722,2015,2352,33500.22,2653.5,51106,27003.0,42413.0,19790.0,25267.0,247.0,160.0,290.0,3.0,671.0,365.0,1336.0,34.3,1948.0,4945.0,1568.0,1698.0,3569.0,3795.0,3453.0,1202.0,1023.0,1847.0,1410.0,545.0,71.9,6836.0,83800.0,10652.0,7551.0,2780.0,10331.0,7060.0,5655.0,1048.0,3271.0,2642.0,2.51,3.02,25803.0,88.9,23.6,12515.0,18542.0,521.458333333,772.583333333
1408,51106,24,3879,2015,640,11804.84,651.9,51106,27003.0,42413.0,19790.0,25267.0,247.0,160.0,290.0,3.0,671.0,365.0,1336.0,34.3,1948.0,4945.0,1568.0,1698.0,3569.0,3795.0,3453.0,1202.0,1023.0,1847.0,1410.0,545.0,71.9,6836.0,83800.0,10652.0,7551.0,2780.0,10331.0,7060.0,5655.0,1048.0,3271.0,2642.0,2.51,3.02,25803.0,88.9,23.6,12515.0,18542.0,521.458333333,772.583333333
1410,51106,24,4202,2015,1028,17069.84,1263.0,51106,27003.0,42413.0,19790.0,25267.0,247.0,160.0,290.0,3.0,671.0,365.0,1336.0,34.3,1948.0,4945.0,1568.0,1698.0,3569.0,3795.0,3453.0,1202.0,1023.0,1847.0,1410.0,545.0,71.9,6836.0,83800.0,10652.0,7551.0,2780.0,10331.0,7060.0,5655.0,1048.0,3271.0,2642.0,2.51,3.02,25803.0,88.9,23.6,12515.0,18542.0,521.458333333,772.583333333
1412,51106,24,4565,2015,544,5950.81,496.15,51106,27003.0,42413.0,19790.0,25267.0,247.0,160.0,290.0,3.0,671.0,365.0,1336.0,34.3,1948.0,4945.0,1568.0,1698.0,3569.0,3795.0,3453.0,1202.0,1023.0,1847.0,1410.0,545.0,71.9,6836.0,83800.0,10652.0,7551.0,2780.0,10331.0,7060.0,5655.0,1048.0,3271.0,2642.0,2.51,3.02,25803.0,88.9,23.6,12515.0,18542.0,521.458333333,772.583333333
1414,51106,24,4791,2015,180,2668.26,147.0,51106,27003.0,42413.0,19790.0,25267.0,247.0,160.0,290.0,3.0,671.0,365.0,1336.0,34.3,1948.0,4945.0,1568.0,1698.0,3569.0,3795.0,3453.0,1202.0,1023.0,1847.0,1410.0,545.0,71.9,6836.0,83800.0,10652.0,7551.0,2780.0,10331.0,7060.0,5655.0,1048.0,3271.0,2642.0,2.51,3.02,25803.0,88.9,23.6,12515.0,18542.0,521.458333333,772.583333333
1416,51106,24,4879,2015,3685,28214.6,2029.03,51106,27003.0,42413.0,19790.0,25267.0,247.0,160.0,290.0,3.0,671.0,365.0,1336.0,34.3,1948.0,4945.0,1568.0,1698.0,3569.0,3795.0,3453.0,1202.0,1023.0,1847.0,1410.0,545.0,71.9,6836.0,83800.0,10652.0,7551.0,2780.0,10331.0,7060.0,5655.0,1048.0,3271.0,2642.0,2.51,3.02,25803.0,88.9,23.6,12515.0,18542.0,521.458333333,772.583333333
1418,51106,24,4884,2015,575,3927.86,319.25,51106,27003.0,42413.0,19790.0,25267.0,247.0,160.0,290.0,3.0,671.0,365.0,1336.0,34.3,1948.0,4945.0,1568.0,1698.0,3569.0,3795.0,3453.0,1202.0,1023.0,1847.0,1410.0,545.0,71.9,6836.0,83800.0,10652.0,7551.0,2780.0,10331.0,7060.0,5655.0,1048.0,3271.0,2642.0,2.51,3.02,25803.0,88.9,23.6,12515.0,18542.0,521.458333333,772.583333333
1420,51106,24,5065,2015,347,2728.39,172.67,51106,27003.0,42413.0,19790.0,25267.0,247.0,160.0,290.0,3.0,671.0,365.0,1336.0,34.3,1948.0,4945.0,1568.0,1698.0,3569.0,3795.0,3453.0,1202.0,1023.0,1847.0,1410.0,545.0,71.9,6836.0,83800.0,10652.0,7551.0,2780.0,10331.0,7060.0,5655.0,1048.0,3271.0,2642.0,2.51,3.02,25803.0,88.9,23.6,12515.0,18542.0,521.458333333,772.583333333
1422,51106,24,5076,2015,155,1631.04,79.55,51106,27003.0,42413.0,19790.0,25267.0,247.0,160.0,290.0,3.0,671.0,365.0,1336.0,34.3,1948.0,4945.0,1568.0,1698.0,3569.0,3795.0,3453.0,1202.0,1023.0,1847.0,1410.0,545.0,71.9,6836.0,83800.0,10652.0,7551.0,2780.0,10331.0,7060.0,5655.0,1048.0,3271.0,2642.0,2.51,3.02,25803.0,88.9,23.6,12515.0,18542.0,521.458333333,772.583333333
1424,51106,24,5086,2015,1200,6410.35,452.15,51106,27003.0,42413.0,19790.0,25267.0,247.0,160.0,290.0,3.0,671.0,365.0,1336.0,34.3,1948.0,4945.0,1568.0,1698.0,3569.0,3795.0,3453.0,1202.0,1023.0,1847.0,1410.0,545.0,71.9,6836.0,83800.0,10652.0,7551.0,2780.0,10331.0,7060.0,5655.0,1048.0,3271.0,2642.0,2.51,3.02,25803.0,88.9,23.6,12515.0,18542.0,521.458333333,772.583333333
1426,51108,6,3757,2015,3666,52098.9,4050.0,51108,5468.0,40292.0,20119.0,5245.0,21.0,36.0,20.0,6.0,90.0,50.0,204.0,37.2,387.0,1091.0,187.0,216.0,673.0,861.0,871.0,271.0,212.0,393.0,238.0,68.0,73.0,1138.0,77400.0,2196.0,1826.0,256.0,2082.0,1523.0,1244.0,204.0,559.0,450.0,2.61,3.06,5326.0,88.1,17.8,2621.0,3803.0,436.833333333,633.833333333
1428,51108,6,4200,2015,888,11271.82,1077.0,51108,5468.0,40292.0,20119.0,5245.0,21.0,36.0,20.0,6.0,90.0,50.0,204.0,37.2,387.0,1091.0,187.0,216.0,673.0,861.0,871.0,271.0,212.0,393.0,238.0,68.0,73.0,1138.0,77400.0,2196.0,1826.0,256.0,2082.0,1523.0,1244.0,204.0,559.0,450.0,2.61,3.06,5326.0,88.1,17.8,2621.0,3803.0,436.833333333,633.833333333
1430,51108,6,4568,2015,1322,11814.59,791.06,51108,5468.0,40292.0,20119.0,5245.0,21.0,36.0,20.0,6.0,90.0,50.0,204.0,37.2,387.0,1091.0,187.0,216.0,673.0,861.0,871.0,271.0,212.0,393.0,238.0,68.0,73.0,1138.0,77400.0,2196.0,1826.0,256.0,2082.0,1523.0,1244.0,204.0,559.0,450.0,2.61,3.06,5326.0,88.1,17.8,2621.0,3803.0,436.833333333,633.833333333
1432,51109,4,4201,2015,699,9104.43,740.25,51109,2947.0,38051.0,18846.0,2783.0,40.0,34.0,16.0,0.0,27.0,47.0,113.0,37.0,178.0,544.0,113.0,150.0,397.0,475.0,395.0,147.0,116.0,243.0,150.0,39.0,66.0,794.0,64200.0,1273.0,904.0,312.0,1216.0,788.0,605.0,133.0,428.0,357.0,2.42,2.99,2955.0,74.9,10.2,1417.0,2112.0,354.25,528.0
1434,51109,4,4454,2015,440,3574.36,245.1,51109,2947.0,38051.0,18846.0,2783.0,40.0,34.0,16.0,0.0,27.0,47.0,113.0,37.0,178.0,544.0,113.0,150.0,397.0,475.0,395.0,147.0,116.0,243.0,150.0,39.0,66.0,794.0,64200.0,1273.0,904.0,312.0,1216.0,788.0,605.0,133.0,428.0,357.0,2.42,2.99,2955.0,74.9,10.2,1417.0,2112.0,354.25,528.0
1436,51201,6,2661,2015,3580,55649.93,3802.09,51201,6245.0,35903.0,17220.0,6096.0,22.0,9.0,44.0,0.0,47.0,27.0,137.0,37.6,414.0,1153.0,338.0,290.0,713.0,934.0,755.0,274.0,284.0,507.0,391.0,192.0,67.3,1434.0,78800.0,2563.0,1737.0,671.0,2408.0,1633.0,1457.0,109.0,775.0,667.0,2.46,3.03,5939.0,79.2,16.7,2692.0,4340.0,448.666666667,723.333333333
1438,51201,6,3621,2015,2436,31043.53,2562.93,51201,6245.0,35903.0,17220.0,6096.0,22.0,9.0,44.0,0.0,47.0,27.0,137.0,37.6,414.0,1153.0,338.0,290.0,713.0,934.0,755.0,274.0,284.0,507.0,391.0,192.0,67.3,1434.0,78800.0,2563.0,1737.0,671.0,2408.0,1633.0,1457.0,109.0,775.0,667.0,2.46,3.03,5939.0,79.2,16.7,2692.0,4340.0,448.666666667,723.333333333
1440,51201,6,4248,2015,1076,14292.4,1426.2,51201,6245.0,35903.0,17220.0,6096.0,22.0,9.0,44.0,0.0,47.0,27.0,137.0,37.6,414.0,1153.0,338.0,290.0,713.0,934.0,755.0,274.0,284.0,507.0,391.0,192.0,67.3,1434.0,78800.0,2563.0,1737.0,671.0,2408.0,1633.0,1457.0,109.0,775.0,667.0,2.46,3.03,5939.0,79.2,16.7,2692.0,4340.0,448.666666667,723.333333333
1442,51237,2,4336,2015,287,4230.87,282.74,51237,1775.0,32261.0,15799.0,1766.0,2.0,0.0,0.0,0.0,2.0,5.0,6.0,43.8,86.0,335.0,48.0,59.0,149.0,237.0,228.0,64.0,99.0,233.0,160.0,77.0,61.9,464.0,50900.0,815.0,586.0,148.0,734.0,494.0,458.0,28.0,240.0,231.0,2.35,2.96,1795.0,74.7,15.6,673.0,1306.0,336.5,653.0
1444,51238,2,5088,2015,177,2015.45,161.14,51238,1244.0,38347.0,16454.0,1210.0,0.0,7.0,5.0,0.0,11.0,11.0,13.0,36.7,102.0,275.0,50.0,44.0,124.0,190.0,140.0,48.0,80.0,98.0,76.0,17.0,71.5,312.0,60000.0,475.0,380.0,71.0,451.0,348.0,324.0,13.0,103.0,92.0,2.76,3.21,1237.0,82.0,11.1,498.0,817.0,249.0,408.5
