Area,Total Pop,Median HH Inc,Per Capita Inc,White,Afr Amer,Native Amer,Asian Amer,Pac Islander,Other,Bi- Multi-Racial,Hispanic or Latino,Med Age,<5 years,5-17 yrs,18-20 yrs,21-24 yrs,25-34 yrs,35-44 yrs,45-54 yrs,55-59 yrs,60-64 yrs,65-74 yrs,78-84 yrs,85+ yrs,% P16+ in labor force,Total # Homes Owned,Med. Home Value,Tot Housing units,Owner occupied housing units,Renter occupied housing units,households,Family households,Married-couple family households,Single mother households,Nonfamily households,Single Occupancy,Avg HH Size,Avg Family Size,Pop Below Poverty Level,% P25+ HS Grad,% P25-54 BA+
50441,"5,662","34,990","20,332","5,262",6,14,9,0,336,35,484,41.3,330,991,214,228,592,778,794,290,255,558,445,187,64.9%,1409,"$58,600","2,564","1,680",664,"2,344","1,556","1,306",175,788,687,2.35,2.88,"5,456",82.0%,15.3%
50444,459,"40,536","19,311",454,1,0,2,0,0,2,10,38.3,31,89,12,10,68,69,65,21,22,38,26,8,65.0%,127,"$52,800",197,154,30,184,133,120,8,51,43,2.49,2.98,470,89.2%,12.3%
50446,588,"38,194","15,461",584,0,0,0,0,3,1,3,38.4,41,112,17,27,66,103,88,22,21,56,28,7,78.5%,123,"$47,100",248,191,43,234,177,150,15,57,52,2.51,2.94,511,93.9%,9.9%
50447,"1,276","34,297","16,880","1,248",0,5,3,0,11,9,31,41.3,79,255,34,31,122,181,154,67,61,121,113,58,62.7%,289,"$39,000",550,386,121,507,353,318,23,154,141,2.43,2.97,"1,229",84.5%,14.4%
50448,732,"39,837","15,548",716,0,0,2,0,5,9,14,41.5,38,124,30,31,70,110,118,35,51,63,46,16,75.6%,191,"$48,400",329,257,46,303,213,186,18,90,78,2.42,2.88,746,81.1%,11.5%
50449,873,"35,568","15,333",864,0,0,1,0,6,2,19,35.3,68,172,27,42,124,113,109,28,35,64,63,28,63.4%,185,"$37,500",377,251,93,344,251,218,17,93,78,2.54,2.98,953,82.0%,11.1%
50450,"2,984","38,036","19,734","2,940",1,4,15,0,12,12,46,42.6,144,548,96,112,275,443,447,139,132,269,238,141,63.8%,791,"$78,200","1,352",942,335,"1,277",841,703,94,436,401,2.27,2.83,"2,976",88.3%,13.2%
50451,616,"31,094","15,749",610,0,0,0,0,1,5,10,40.4,46,125,16,16,56,102,83,24,33,54,51,10,66.0%,147,"$34,300",298,211,44,255,175,157,12,80,77,2.42,3.01,641,82.7%,9.3%
50452,884,"31,797","15,946",816,0,11,0,0,50,7,99,40.3,53,189,32,29,76,126,108,43,32,82,86,28,63.0%,201,"$50,200",366,272,67,339,250,226,15,89,85,2.61,3.1,883,82.7%,17.2%
50453,605,"40,221","17,815",581,0,2,5,0,8,9,16,40.8,33,116,26,17,62,98,101,33,31,54,27,7,73.4%,108,"$55,700",257,185,53,238,187,161,20,51,40,2.54,2.87,578,87.6%,6.8%
50454,120,"36,250","21,328",118,0,0,0,0,1,1,1,42.3,2,26,2,2,9,26,18,5,10,15,4,1,46.2%,14,"$43,000",59,47,5,52,37,32,3,15,15,2.31,2.73,102,89.8%,0.0%
50455,510,"34,688","11,524",496,12,0,1,0,0,1,2,32.5,48,140,14,21,56,74,49,33,21,33,16,5,74.4%,111,"$32,800",186,142,26,168,128,111,8,40,36,3.04,3.58,578,77.4%,2.4%
50456,"1,810","35,824","16,883","1,773",15,3,1,1,3,14,25,38.4,120,362,61,62,202,289,232,91,79,132,122,58,68.0%,449,"$54,800",788,568,169,737,505,413,65,232,205,2.41,2.95,"1,750",88.1%,15.4%
50457,451,"33,667","16,733",447,0,0,0,0,1,3,10,43.5,23,74,12,14,44,69,66,30,27,49,34,9,63.2%,128,"$34,500",224,165,37,202,137,120,13,65,56,2.23,2.71,418,84.3%,10.0%
50458,"2,160","36,979","16,291","2,149",1,2,0,0,1,7,16,39.7,132,389,82,83,246,341,320,125,95,155,130,62,65.6%,528,"$69,300",877,678,158,836,591,509,57,245,216,2.46,2.96,"2,056",88.1%,13.8%
50459,"3,064","36,159","18,330","3,016",4,3,6,0,11,24,57,43.7,144,508,91,106,309,440,435,169,141,301,252,168,63.1%,829,"$63,100","1,445","1,024",308,"1,332",868,724,101,464,419,2.23,2.77,"2,955",84.3%,14.2%
50460,393,"41,406","14,890",390,0,0,0,0,0,3,1,36.5,31,93,12,9,45,61,67,21,6,26,19,3,68.4%,79,"$81,300",150,119,20,139,112,105,4,27,22,2.83,3.14,410,83.3%,10.8%
50461,"5,554","34,231","17,122","5,510",7,5,10,1,6,15,38,41.0,329,1089,178,163,530,811,664,245,267,598,468,212,64.6%,1404,"$69,600","2,427","1,809",466,"2,275","1,545","1,330",152,730,660,2.39,2.95,"5,465",88.1%,14.6%
50464,731,"33,182","15,105",718,0,3,2,0,4,4,10,41.3,39,142,20,23,65,125,121,33,33,67,50,13,60.8%,171,"$53,100",299,248,39,287,211,194,13,76,60,2.55,3,697,88.0%,6.0%
50465,241,"25,781","16,874",224,0,4,0,0,13,0,18,40.9,11,39,9,13,31,26,35,8,14,25,21,9,65.1%,93,"$18,800",126,97,20,117,57,48,4,60,52,2.06,2.88,264,79.2%,2.8%
50466,"1,916","35,929","18,945","1,909",0,0,1,0,0,6,5,38.2,129,435,84,64,180,244,241,91,98,171,113,66,64.3%,361,"$55,400",772,569,147,716,507,442,39,209,190,2.63,3.21,"1,829",76.9%,9.3%
50468,"1,762","37,863","16,474","1,738",3,1,3,0,1,16,17,36.9,108,424,69,57,175,271,240,83,70,121,112,32,66.3%,309,"$63,600",735,510,163,673,483,410,53,190,170,2.62,3.14,"1,776",87.5%,12.7%
50469,"1,649","40,167","16,399","1,619",2,1,4,0,4,19,25,39.1,104,354,57,48,161,245,220,90,80,125,116,49,67.4%,359,"$64,100",641,493,112,605,459,408,34,146,134,2.65,3.1,"1,580",89.3%,12.9%
50470,308,"32,813","15,441",290,0,7,1,0,8,2,15,42.3,23,59,4,10,27,45,43,16,8,34,21,18,62.2%,85,"$26,900",152,107,25,132,88,75,9,44,42,2.33,2.94,278,93.0%,4.7%
50471,756,"34,063","15,979",747,0,1,0,0,3,5,16,38.7,49,164,24,28,77,114,117,40,31,67,37,8,63.9%,163,"$54,300",316,228,71,299,214,188,15,85,73,2.53,3.03,790,88.3%,18.6%
50472,"2,304","36,133","15,747","2,291",0,1,7,1,1,3,21,41.2,122,477,83,49,207,348,291,133,103,195,187,109,65.5%,542,"$76,800",957,744,146,890,640,565,53,250,230,2.5,3.02,"2,241",82.2%,14.5%
50473,371,"41,000","18,442",366,0,4,0,0,1,0,2,39.2,24,86,10,9,39,54,57,21,15,25,24,7,68.5%,93,"$43,800",151,119,23,142,102,90,7,40,36,2.61,3.14,384,88.5%,10.1%
50475,"1,559","37,420","16,663","1,535",2,0,6,2,9,5,17,42.2,96,286,53,55,140,212,224,72,76,144,141,60,62.1%,375,"$58,100",650,491,112,603,446,391,39,157,142,2.49,2.94,"1,521",86.0%,13.2%
50476,879,"32,692","15,634",876,0,2,1,0,0,0,1,41.7,51,177,24,25,69,150,76,44,47,88,74,54,58.0%,186,"$52,700",358,279,59,338,228,208,8,110,99,2.48,3.09,790,80.7%,8.4%
50477,341,"38,542","12,958",341,0,0,0,0,0,0,0,38.5,20,78,8,20,30,54,50,21,16,31,11,2,73.7%,67,"$29,700",140,100,30,130,92,83,4,38,32,2.62,3.14,376,90.6%,11.3%
50478,957,"33,487","19,381",941,0,2,3,0,4,7,16,38.6,63,166,42,40,125,121,112,41,49,96,78,24,67.7%,245,"$37,500",438,317,84,401,275,228,34,126,107,2.39,2.85,939,85.0%,11.4%
50479,708,"35,909","17,477",701,0,1,0,0,3,3,5,43.1,29,130,29,19,64,110,102,31,31,80,65,18,61.5%,169,"$49,400",323,234,67,301,209,191,11,92,84,2.35,2.85,686,88.8%,19.6%
50480,"1,083","36,400","16,637","1,078",1,0,1,0,0,3,8,43.5,61,204,32,24,95,152,129,51,49,116,129,41,61.8%,266,"$42,800",480,372,67,439,296,271,18,143,131,2.39,2.99,"1,089",83.5%,13.6%
50482,857,"39,453","18,968",856,0,0,0,0,1,0,2,41.3,47,166,22,35,73,146,133,49,35,86,52,13,70.9%,225,"$84,800",432,294,57,351,246,216,23,105,94,2.44,2.98,883,91.0%,21.9%
50483,940,"38,043","18,945",923,0,2,0,0,10,5,11,37.9,68,219,21,26,102,143,99,48,43,92,61,18,66.1%,209,"$51,800",378,273,82,355,260,230,20,95,86,2.65,3.17,844,86.8%,13.2%
50484,509,"30,313","15,288",507,0,1,0,0,1,0,3,37.9,41,114,8,14,56,84,50,31,23,43,34,11,67.3%,130,"$37,700",219,150,51,201,140,119,11,61,58,2.53,3.14,480,90.6%,11.2%
50501,"30,357","34,648","18,021","27,852","1,344",96,248,6,407,404,869,37.1,1931,5284,1860,1903,3437,4245,3878,1362,1177,2457,1954,869,61.1%,7326,"$67,700","12,817","8,280","3,720","12,000","7,535","5,849","1,262","4,465","3,843",2.33,2.95,"27,953",83.3%,18.3%
50510,"1,227","34,074","15,521","1,216",0,4,1,0,1,5,6,41.3,68,248,36,29,114,195,185,46,48,126,84,48,67.2%,278,"$39,100",538,372,113,485,353,320,24,132,123,2.46,2.95,"1,218",88.8%,17.5%
50511,"7,520","35,826","17,536","7,414",6,11,51,1,18,19,51,41.5,376,1496,282,238,674,1160,1071,377,392,684,509,261,65.4%,2027,"$72,800","3,323","2,346",731,"3,077","2,083","1,785",220,994,896,2.38,2.95,"7,410",85.2%,16.4%
50514,"1,593","36,154","16,663","1,577",2,4,3,0,4,3,7,43.6,76,292,59,41,130,226,258,90,77,165,119,60,64.8%,434,"$47,400",726,547,115,662,457,408,33,205,190,2.34,2.87,"1,583",84.4%,11.8%
50515,375,"27,404","14,132",375,0,0,0,0,0,0,0,40.3,20,84,11,10,31,61,47,18,21,45,19,8,55.1%,72,"$24,700",171,113,40,153,104,92,10,49,45,2.45,3.04,377,85.3%,4.7%
50516,811,"37,721","16,144",801,3,0,0,0,4,3,4,34.4,73,168,30,30,113,105,113,47,31,52,40,9,68.4%,212,"$72,500",315,245,58,303,230,200,23,73,62,2.68,3.11,865,84.9%,15.1%
50517,"1,234","32,429","15,144","1,230",0,0,0,0,3,1,17,41.3,76,266,34,36,110,167,151,54,70,118,92,60,59.1%,313,"$43,200",536,381,109,490,332,288,33,158,150,2.44,3.05,"1,192",86.4%,7.9%
50518,518,"29,271","15,386",511,0,0,0,0,1,6,5,36.6,35,135,13,15,46,91,72,29,27,28,25,2,71.2%,117,"$65,400",191,155,29,184,145,124,14,39,31,2.82,3.21,469,86.0%,11.0%
50519,683,"37,083","18,726",661,0,0,5,9,4,4,6,42.6,36,127,15,33,67,83,92,35,36,66,71,22,58.6%,144,"$41,200",314,220,62,282,195,168,16,87,78,2.42,2.94,608,84.2%,15.3%
50520,203,"31,818","16,974",203,0,0,0,0,0,0,0,40.6,8,42,8,11,13,34,31,16,10,10,16,4,73.9%,55,"$22,800",96,70,16,86,62,51,7,24,21,2.36,2.77,201,84.9%,2.9%
50521,96,"35,893","22,251",95,0,0,1,0,0,0,0,48.2,2,16,4,1,6,10,21,5,5,17,7,2,32.9%,32,"$52,000",48,36,9,45,26,22,2,19,19,2.13,2.88,93,91.8%,19.2%
50522,911,"33,553","15,956",896,2,2,2,0,0,9,3,40.9,41,179,27,28,107,132,140,49,44,83,61,20,60.5%,237,"$38,700",384,284,69,353,260,238,15,93,86,2.44,2.92,890,83.4%,10.1%
50523,712,"32,857","15,979",701,1,3,0,1,2,4,1,39.2,41,154,33,25,62,124,87,29,31,64,52,10,60.5%,170,"$62,100",296,210,69,279,202,171,18,77,66,2.55,3.05,697,88.2%,10.3%
50524,570,"37,344","14,713",562,0,1,1,0,0,6,1,38.8,36,128,22,16,59,105,85,25,22,37,26,9,69.5%,129,"$64,500",219,172,37,209,150,130,8,59,50,2.73,3.29,560,82.8%,9.9%
50525,"3,869","39,286","18,164","3,665",6,7,5,0,170,16,316,41.5,225,712,112,143,414,534,528,173,187,335,342,164,64.2%,977,"$59,900","1,879","1,156",464,"1,620","1,049",913,91,571,507,2.33,2.91,"3,798",83.4%,17.5%
50527,290,"42,321","17,160",289,0,0,1,0,0,0,0,40.4,13,68,10,5,27,54,26,11,13,38,17,8,54.9%,47,"$50,300",133,80,35,115,82,75,4,33,31,2.52,3.1,312,81.3%,9.9%
50528,518,"40,682","20,137",504,4,0,1,0,5,4,7,38.9,32,117,11,16,54,89,71,27,27,56,15,3,72.7%,61,"$62,500",218,140,56,196,152,138,9,44,39,2.64,3.05,521,96.2%,14.0%
50529,884,"35,391","15,288",872,1,3,1,0,4,3,13,33.9,55,198,48,37,117,163,112,32,28,55,28,11,76.9%,254,"$65,200",361,280,59,339,245,198,33,94,81,2.61,3.07,901,88.1%,11.0%
50530,"1,288","35,395","15,792","1,268",1,2,5,0,5,7,7,39.4,75,265,55,43,133,196,156,48,48,135,78,56,58.3%,316,"$54,000",547,375,127,502,352,294,38,150,135,2.48,2.97,"1,241",85.3%,11.7%
50531,267,"33,906","18,172",265,0,0,1,0,0,1,6,42.1,15,50,11,9,24,38,41,19,16,26,13,5,73.8%,65,"$43,000",154,89,19,108,76,69,3,32,28,2.47,2.97,297,82.7%,8.7%
50532,"1,122","38,375","19,814","1,094",2,8,2,0,6,10,15,38.3,69,222,42,43,122,207,125,68,57,85,62,20,67.2%,230,"$58,700",487,356,86,442,309,260,32,133,112,2.54,3.06,"1,006",81.6%,10.8%
50533,"4,338","37,719","20,247","4,230",7,2,4,0,54,41,83,39.7,258,868,134,159,435,670,557,205,201,392,318,141,64.1%,1138,"$45,400","1,864","1,291",447,"1,738","1,186",988,135,552,487,2.44,2.97,"4,213",83.7%,14.1%
50535,"1,003","35,357","17,978",976,4,1,0,0,16,6,26,39.7,56,218,37,34,94,161,141,43,45,84,75,15,67.7%,230,"$51,200",450,310,89,399,287,255,22,112,106,2.51,3.02,967,87.2%,13.3%
50536,"4,717","32,571","18,210","4,655",3,7,22,3,5,22,36,40.3,252,795,366,232,423,621,586,218,224,425,373,202,63.6%,1120,"$60,700","2,140","1,327",573,"1,900","1,154",983,120,746,626,2.31,2.95,"4,342",82.5%,16.4%
50538,600,"36,250","20,440",591,0,3,0,0,2,4,6,43.0,34,114,22,22,49,78,94,31,25,61,54,16,65.2%,165,"$41,800",284,209,49,258,181,154,21,77,71,2.33,2.8,591,92.4%,10.3%
50539,649,"33,523","16,766",640,1,7,0,0,1,0,2,41.8,27,142,17,13,48,124,64,39,31,58,68,18,60.3%,165,"$26,800",303,221,59,280,188,171,13,92,89,2.32,2.93,649,88.2%,15.0%
50540,"1,224","34,355","16,849","1,210",2,0,0,0,4,8,15,42.5,62,262,24,29,90,199,150,61,41,123,133,50,57.2%,305,"$34,300",590,401,101,502,327,277,32,175,163,2.37,2.99,"1,209",87.2%,12.8%
50541,"1,021","36,513","15,754","1,009",1,0,3,0,5,3,6,41.6,50,204,41,28,90,161,150,59,45,99,72,22,60.8%,260,"$40,400",450,325,100,425,296,249,27,129,118,2.4,2.91,994,87.6%,12.4%
50542,"1,033","35,882","17,221","1,021",0,5,0,0,3,4,12,41.1,53,199,41,30,106,138,158,42,48,128,68,22,61.5%,298,"$46,400",468,329,102,431,297,262,19,134,116,2.4,2.9,"1,043",86.2%,11.1%
50543,"1,479","38,676","17,554","1,459",2,3,6,0,4,5,14,41.4,73,304,59,44,137,204,189,69,66,160,118,56,59.8%,359,"$65,800",639,431,158,589,406,353,39,183,169,2.44,3.01,"1,464",90.6%,17.2%
50544,608,"39,087","22,685",602,1,3,1,0,0,1,3,39.8,35,120,25,30,52,99,87,34,29,43,41,13,64.4%,135,"$46,900",260,178,65,243,164,151,9,79,70,2.5,3.11,602,92.3%,14.5%
50545,270,"37,250","13,337",261,1,0,1,0,5,2,5,38.3,23,65,4,5,23,53,26,15,10,23,17,6,54.8%,63,"$54,600",109,76,21,97,79,66,8,18,15,2.78,3.04,347,88.1%,17.4%
50546,506,"37,000","13,526",490,1,3,0,1,0,11,5,41.2,20,131,12,11,33,86,64,25,26,45,44,9,65.1%,122,"$23,800",220,159,39,198,144,128,9,54,50,2.56,3.05,628,83.9%,7.5%
50548,"5,851","41,739","20,209","5,762",9,2,15,0,34,29,76,42.5,333,1055,214,175,499,884,729,305,287,610,531,229,62.2%,1601,"$86,600","2,627","1,819",650,"2,469","1,617","1,409",148,852,786,2.31,2.9,"5,682",87.1%,18.7%
50551,183,"27,917","26,342",182,0,0,0,0,1,0,2,41.4,9,37,13,6,11,29,32,13,10,14,7,2,67.0%,37,"$26,300",88,54,21,75,52,47,5,23,22,2.44,3.06,132,88.8%,4.5%
50552,70,"26,667","20,280",70,0,0,0,0,0,0,0,40.3,8,6,2,2,13,8,6,3,4,6,12,0,63.4%,27,"$16,500",35,31,3,34,19,18,1,15,12,2.06,2.68,73,87.0%,7.2%
50554,"1,931","35,109","18,876","1,910",0,2,8,0,0,11,16,42.7,87,372,52,60,168,297,273,89,83,190,185,75,61.1%,549,"$50,400",919,640,199,839,540,457,61,299,276,2.25,2.83,"1,879",86.3%,15.1%
50556,351,"28,393","16,820",349,0,0,0,0,0,2,3,44.1,20,60,6,6,24,67,36,24,22,51,31,4,50.5%,81,"$24,100",168,124,29,153,108,100,3,45,41,2.29,2.8,332,88.4%,9.3%
50557,723,"31,369","15,816",712,0,1,2,0,1,7,1,42.5,39,136,24,17,56,130,104,33,35,81,55,13,66.9%,177,"$39,900",340,254,59,313,203,167,16,110,88,2.31,2.82,727,83.9%,10.8%
50558,709,"29,821","14,603",708,0,0,0,1,0,0,2,41.3,27,162,35,15,59,123,84,47,34,59,49,15,58.9%,201,"$46,900",305,238,40,278,186,151,16,92,79,2.55,3.09,698,82.9%,6.7%
50559,389,"32,344","14,610",386,0,0,0,0,0,3,1,42.5,25,80,12,5,32,51,49,22,22,41,32,18,57.7%,77,"$38,500",177,121,41,162,112,99,8,50,48,2.4,2.95,374,87.6%,12.7%
50560,656,"32,250","13,645",653,1,1,0,0,0,1,2,41.4,32,117,25,25,54,106,83,38,46,73,39,18,65.4%,146,"$29,000",324,199,76,275,193,163,18,82,71,2.39,2.84,702,82.2%,9.4%
50561,608,"35,441","16,662",605,2,0,0,0,1,0,2,40.7,38,112,21,30,62,84,83,25,22,59,61,11,64.7%,118,"$28,800",274,178,79,257,174,146,15,83,76,2.37,2.88,651,95.4%,20.7%
50562,603,"31,250","15,437",596,0,2,0,1,0,4,3,41.7,26,145,19,13,44,90,96,15,22,78,39,16,61.0%,131,"$30,900",264,181,51,232,173,147,12,59,52,2.6,3.07,603,83.1%,5.8%
50563,"2,708","36,138","17,290","2,679",4,5,6,0,7,7,12,42.8,151,517,84,89,219,406,371,142,120,268,235,106,64.5%,757,"$62,900","1,311",857,272,"1,129",783,668,80,346,319,2.36,2.87,"2,693",87.9%,18.6%
50565,575,"28,750","14,822",569,0,1,0,0,5,0,8,42.2,28,116,11,14,59,93,77,26,31,65,43,12,61.8%,129,"$19,600",286,181,64,245,161,139,13,84,72,2.35,2.9,578,85.1%,10.4%
50566,439,"41,607","17,384",437,1,0,0,0,1,0,5,42.4,24,85,16,12,32,73,55,22,22,54,34,10,54.9%,121,"$58,300",189,146,29,175,131,114,9,44,41,2.51,2.91,450,88.3%,16.9%
50567,272,"28,250","12,255",267,0,1,0,0,2,2,4,40.3,14,55,7,11,32,42,47,6,5,30,16,7,71.1%,62,"$24,300",119,83,24,107,78,74,3,29,19,2.54,2.92,248,87.1%,21.9%
50568,"1,498","34,635","14,569","1,464",2,2,8,0,17,5,34,40.8,100,293,51,35,148,234,197,51,58,149,126,56,61.4%,371,"$48,700",615,461,118,579,418,365,39,161,145,2.5,3,"1,434",85.3%,16.5%
50569,893,"35,625","16,229",876,7,2,1,0,1,6,5,39.6,62,167,25,39,92,154,139,49,50,68,35,13,74.1%,238,"$53,000",371,285,75,360,258,218,25,102,89,2.48,2.95,873,87.4%,6.9%
50570,350,"37,500","13,489",350,0,0,0,0,0,0,2,34.7,22,107,16,8,24,68,48,15,14,16,6,6,65.0%,35,"$19,600",128,75,36,111,95,84,5,16,15,3.15,3.45,378,95.5%,7.7%
50571,485,"35,625","17,498",474,9,1,1,0,0,0,3,43.4,23,105,11,13,37,68,77,28,31,52,32,8,61.3%,119,"$26,700",220,161,40,201,140,127,3,61,56,2.41,2.96,467,83.3%,7.0%
50573,72,"29,750","15,414",70,0,0,1,0,0,1,0,47.0,4,9,3,2,6,11,13,4,4,8,8,0,69.6%,24,"10,000-",35,28,4,32,22,19,2,10,10,2.25,2.77,69,96.2%,5.8%
50574,"2,501","32,478","17,487","2,463",5,4,2,0,13,14,22,44.1,119,489,63,61,186,371,340,137,164,260,208,103,56.0%,781,"$48,300","1,165",882,195,"1,077",703,613,71,374,349,2.27,2.85,"2,396",86.9%,20.2%
50575,"1,079","28,664","16,908","1,074",0,2,0,0,1,2,5,46.4,53,186,30,32,81,135,148,54,87,110,101,62,55.2%,270,"$48,200",530,352,112,464,306,273,26,158,150,2.23,2.83,"1,059",86.8%,16.1%
50576,471,"37,031","15,573",466,1,0,0,0,1,3,7,37.3,25,103,25,24,42,78,82,14,15,24,29,10,72.0%,84,"$36,400",200,129,54,183,127,114,7,56,47,2.57,3.13,436,86.4%,20.4%
50577,496,"32,847","14,944",487,0,0,1,0,4,4,6,40.0,21,110,21,13,40,93,55,27,23,46,36,11,65.6%,125,"$38,300",229,158,48,206,130,120,4,76,67,2.41,3.09,531,92.3%,15.0%
50578,738,"27,917","16,904",735,0,0,1,0,0,2,0,41.3,35,149,22,27,72,109,109,25,44,57,70,19,64.5%,186,"$30,800",369,241,80,321,204,173,23,117,111,2.3,2.95,731,89.0%,11.6%
50579,"2,929","32,254","19,077","2,791",70,12,8,1,19,28,43,41.4,118,450,85,99,402,495,390,152,137,290,210,101,47.4%,713,"$58,800","1,333",826,254,"1,080",713,625,65,367,341,2.24,2.81,"2,526",83.6%,13.6%
50581,"1,148","30,031","14,977","1,130",3,3,1,0,4,7,8,41.3,66,235,30,41,89,183,127,65,70,97,101,44,60.7%,319,"$30,700",512,363,101,464,322,282,28,142,130,2.42,2.98,"1,115",85.0%,12.4%
50582,288,"33,750","16,825",283,0,1,0,0,0,4,0,41.1,14,65,9,7,31,41,41,20,12,24,19,5,66.9%,58,"$41,700",123,86,27,113,84,73,7,29,27,2.55,3.02,320,86.4%,6.1%
50583,"3,185","31,161","17,168","3,142",8,1,6,0,10,18,26,43.9,147,544,107,108,279,467,410,143,179,331,325,145,63.1%,836,"$49,200","1,527","1,022",359,"1,381",881,738,101,500,460,2.23,2.79,"3,058",80.6%,15.1%
50585,"1,190","31,507","17,673","1,166",0,0,1,0,16,7,33,42.9,58,216,44,40,100,181,178,56,46,115,109,47,61.0%,297,"$40,500",552,371,132,503,342,279,40,161,146,2.32,2.79,"1,163",84.7%,10.3%
50586,407,"29,875","15,211",397,3,0,1,0,4,2,11,39.6,23,74,20,19,36,65,58,18,24,39,26,5,65.1%,107,"$45,000",162,127,24,151,128,108,14,23,16,2.7,2.91,408,82.4%,8.4%
50588,"12,230","37,407","16,090","10,045",55,18,846,2,"1,023",241,"2,241",33.5,741,2237,1037,922,1388,1674,1454,452,406,894,695,330,63.7%,2383,"$75,200","4,603","2,837","1,429","4,266","2,842","2,359",321,"1,424","1,180",2.58,3.16,"10,945",76.2%,20.1%
50590,"1,032","31,000","15,447","1,010",0,1,1,0,15,5,21,41.6,62,196,24,37,94,164,134,41,58,104,94,24,62.9%,267,"$32,800",493,342,100,442,286,252,25,156,140,2.33,2.96,"1,004",85.7%,13.1%
50591,359,"35,500","19,975",357,0,0,0,0,0,2,0,43.1,21,63,4,11,49,41,56,22,13,44,28,7,54.5%,96,"$42,100",174,131,27,158,101,86,9,57,49,2.27,2.85,311,81.2%,13.8%
50592,91,"29,063","15,410",91,0,0,0,0,0,0,0,41.8,3,11,4,5,5,26,15,5,3,7,6,1,66.7%,38,"$23,500",47,34,5,39,26,17,6,13,12,2.33,2.96,101,84.8%,5.1%
50593,82,"36,042","14,253",82,0,0,0,0,0,0,0,37.0,8,13,4,1,9,16,10,3,2,9,7,0,55.4%,21,"$26,300",38,28,5,33,23,17,4,10,8,2.48,2.87,81,93.2%,6.8%
50594,345,"42,917","17,480",340,0,0,0,0,5,0,6,40.1,21,66,15,8,41,39,64,19,18,28,20,6,64.1%,94,"$65,000",156,117,23,140,104,93,8,36,35,2.46,2.95,369,89.6%,11.6%
50595,"9,347","38,327","19,344","8,965",27,21,202,1,43,88,115,39.4,628,1642,334,384,1109,1368,1223,467,427,827,650,288,68.1%,2473,"$70,500","4,159","2,816","1,134","3,950","2,595","2,116",350,"1,355","1,192",2.33,2.89,"9,266",86.2%,18.8%
50597,"1,408","35,000","19,405","1,399",0,1,2,0,2,4,7,41.6,70,293,63,29,118,215,165,73,68,129,115,70,62.6%,343,"$51,700",588,446,105,551,373,339,16,178,165,2.45,3.09,"1,326",79.4%,11.9%
50598,979,"34,107","15,503",967,7,1,1,0,0,3,4,39.3,64,226,25,35,74,158,119,39,41,105,67,26,66.6%,270,"$45,100",431,317,77,394,262,234,19,132,123,2.48,3.15,"1,007",87.2%,13.6%
50599,424,"34,653","18,588",417,0,1,3,0,1,2,2,44.1,22,72,9,10,32,74,49,38,30,48,30,10,61.9%,115,"$48,500",195,147,36,183,127,118,4,56,54,2.32,2.82,416,85.6%,3.1%
50601,"2,879","37,957","17,653","2,751",7,0,7,1,88,25,164,42.1,159,564,97,86,249,431,353,157,160,275,233,115,63.2%,692,"$51,100","1,237",870,251,"1,121",811,715,65,310,287,2.48,2.96,"2,716",79.2%,14.2%
50602,"1,702","36,330","16,796","1,682",1,0,5,1,9,4,14,42.3,87,324,53,52,177,232,230,71,85,167,152,72,62.7%,379,"$57,300",723,539,140,679,484,428,42,195,173,2.4,2.89,"1,622",82.7%,11.6%
50603,594,"40,875","16,196",593,0,0,0,0,0,1,0,38.6,37,113,20,29,72,85,62,33,28,61,37,17,67.3%,101,"$45,300",256,193,48,241,167,145,13,74,65,2.46,2.98,597,84.1%,9.1%
50604,"1,872","35,494","16,536","1,846",0,1,6,0,1,18,9,41.8,110,350,46,40,193,270,217,108,84,204,176,74,59.9%,482,"$63,800",809,622,132,754,557,496,39,197,185,2.41,2.85,"1,814",75.5%,14.7%
50605,210,"36,250","16,109",201,0,0,0,0,5,4,5,35.7,12,49,8,8,26,28,27,9,9,21,6,7,61.6%,36,"$20,000",89,65,15,80,57,48,3,23,22,2.63,3.14,153,86.1%,2.0%
50606,"1,065","32,500","15,745","1,053",1,2,1,1,2,5,2,41.2,60,232,28,42,83,154,165,58,45,94,77,27,69.7%,217,"$46,700",456,322,104,426,309,263,26,117,102,2.5,2.96,"1,147",84.9%,15.2%
50607,558,"24,917","16,301",540,7,1,0,0,0,10,2,37.5,47,117,16,17,61,82,74,25,29,45,37,8,64.9%,80,"$57,300",231,164,47,211,161,138,15,50,48,2.64,3.09,568,75.8%,12.1%
50609,514,"38,359","17,921",509,0,1,1,0,0,3,0,37.0,30,125,14,26,42,104,65,16,24,33,28,7,71.4%,92,"$58,900",212,140,58,198,147,124,11,51,46,2.6,3.04,529,93.4%,17.3%
50611,446,"33,281","13,013",442,1,0,0,0,0,3,0,33.9,27,103,17,16,67,63,50,14,24,46,18,1,66.1%,90,"$40,000",185,133,34,167,131,114,8,36,31,2.67,3.02,467,82.8%,0.0%
50612,413,"55,375","26,337",410,1,1,0,0,0,1,3,41.5,22,69,22,19,42,58,74,34,23,25,21,4,76.0%,82,"$110,700",164,131,29,160,127,119,5,33,26,2.58,2.93,386,94.6%,42.4%
