member_number,date_joined,date_expired,status,member_level,2016 Full Year Member
22573,2012,2013,Expired,Primary,No
22574,2012,2015,Expired,Primary,No
22575,2012,2013,Expired,Primary,No
22576,2012,2017,Active,Primary,Yes
22578,2012,2016,Expired,Primary,Yes
22579,2012,2013,Expired,Primary,No
22581,2012,2016,Expired,Primary,Yes
22582,2012,2014,Expired,Primary,No
22583,2012,2013,Expired,Primary,No
22584,2012,2013,Expired,Primary,No
22585,2012,2017,Active,Primary,Yes
22586,2012,2013,Expired,Primary,No
22587,2012,2013,Expired,Primary,No
22591,2012,2020,Active,Primary,Yes
22592,2012,2013,Expired,Primary,No
22593,2012,2017,Active,Primary,Yes
22594,2012,2017,Active,Primary,Yes
22595,2012,2015,Expired,Primary,No
22596,2012,2013,Expired,Primary,No
22597,2012,2016,Expired,Primary,Yes
22598,2012,2019,Active,Primary,Yes
22599,2012,2013,Expired,Primary,No
22600,2012,2016,Expired,Primary,Yes
22601,2012,2013,Expired,Primary,No
22604,2012,2016,Expired,Primary,Yes
22605,2012,2016,Expired,Primary,Yes
22606,2012,2017,Active,Primary,Yes
22607,2012,2014,Expired,Primary,No
22609,2012,2017,Active,Primary,Yes
22611,2012,2013,Expired,Primary,No
22612,2012,2014,Expired,Primary,No
22613,2012,2013,Expired,Primary,No
22614,2012,2014,Expired,Primary,No
22615,2012,2013,Expired,Primary,No
22616,2012,2014,Expired,Primary,No
22617,2012,2013,Expired,Primary,No
22618,2012,2014,Expired,Primary,No
22619,2012,2015,Expired,Primary,No
22621,2012,2017,Active,Primary,Yes
22622,2012,2013,Expired,Primary,No
22623,2012,2017,Active,Primary,Yes
22624,2012,2018,Active,Primary,Yes
22626,2012,2013,Expired,Primary,No
22627,2012,2013,Expired,Primary,No
22629,2012,2013,Expired,Primary,No
22633,2012,2013,Expired,Primary,No
22634,2012,2014,Expired,Primary,No
22635,2012,2017,Active,Primary,Yes
22636,2012,2013,Expired,Primary,No
22637,2012,2017,Active,Primary,Yes
22638,2012,2014,Expired,Primary,No
22639,2012,2015,Expired,Primary,No
22640,2012,2014,Expired,Primary,No
22641,2012,2013,Expired,Primary,No
22642,2012,2018,Active,Primary,Yes
22643,2012,2015,Expired,Primary,No
22644,2012,2013,Expired,Primary,No
22646,2012,2017,Active,Primary,Yes
22647,2012,2017,Active,Primary,Yes
22648,2012,2015,Expired,Primary,No
22649,2012,2013,Expired,Primary,No
22651,2012,2014,Expired,Primary,No
22652,2012,2013,Expired,Primary,No
22653,2012,2013,Expired,Primary,No
22656,2012,2016,Expired,Primary,Yes
22657,2012,2015,Expired,Primary,No
22658,2012,2015,Expired,Primary,No
22659,2012,2017,Active,Primary,Yes
22660,2012,2019,Active,Primary,Yes
22661,2012,2013,Expired,Primary,No
22662,2012,2013,Expired,Primary,No
22663,2012,2014,Expired,Primary,No
22664,2012,2013,Expired,Primary,No
22665,2012,2015,Expired,Primary,No
22666,2012,2013,Expired,Primary,No
22667,2012,2017,Active,Primary,Yes
22668,2012,2013,Expired,Primary,No
22669,2012,2013,Expired,Primary,No
22671,2012,2017,Active,Primary,Yes
22672,2012,2017,Active,Primary,Yes
22673,2012,2013,Expired,Primary,No
22675,2012,2017,Active,Primary,Yes
22676,2012,2017,Active,Primary,Yes
22677,2012,2013,Expired,Primary,No
22678,2012,2013,Expired,Primary,No
22681,2012,2013,Expired,Primary,No
22682,2012,2013,Expired,Primary,No
22683,2012,2017,Active,Primary,Yes
22684,2012,2015,Expired,Primary,No
22685,2012,2013,Expired,Primary,No
22687,2012,2017,Active,Primary,Yes
22688,2012,2017,Active,Primary,Yes
22689,2012,2013,Expired,Primary,No
22691,2012,2013,Expired,Primary,No
22695,2012,2013,Expired,Primary,No
22696,2012,2016,Expired,Primary,Yes
22697,2012,2013,Expired,Primary,No
22698,2012,2013,Expired,Primary,No
22699,2012,2014,Expired,Primary,No
22700,2012,2013,Expired,Primary,No
22701,2012,2017,Active,Primary,Yes
22703,2012,2017,Active,Primary,Yes
22704,2012,2014,Expired,Primary,No
22705,2012,2015,Expired,Primary,No
22706,2012,2013,Expired,Primary,No
22707,2012,2014,Expired,Primary,No
22708,2012,2018,Active,Primary,Yes
22709,2012,2017,Active,Primary,Yes
22712,2012,2015,Expired,Primary,No
22713,2012,2017,Active,Primary,Yes
22715,2012,2014,Expired,Primary,No
22716,2012,2013,Expired,Primary,No
22717,2012,2017,Active,Primary,Yes
22718,2012,2013,Expired,Primary,No
22719,2012,2013,Expired,Primary,No
22720,2012,2015,Expired,Primary,No
22721,2012,2015,Expired,Primary,No
22722,2012,2013,Expired,Primary,No
22723,2012,2016,Expired,Primary,Yes
22724,2012,2013,Expired,Primary,No
22725,2012,2014,Expired,Primary,No
22726,2012,2017,Active,Primary,Yes
22727,2012,2018,Active,Primary,Yes
22729,2012,2014,Expired,Primary,No
22730,2012,2013,Expired,Primary,No
22731,2012,2015,Expired,Primary,No
22732,2012,2015,Expired,Primary,No
22733,2012,2017,Active,Primary,Yes
22734,2012,2013,Expired,Primary,No
22735,2012,2016,Expired,Primary,Yes
22736,2012,2014,Expired,Primary,No
22737,2012,2013,Expired,Primary,No
22738,2012,2013,Expired,Primary,No
22739,2012,2015,Expired,Primary,No
22740,2012,2013,Expired,Primary,No
22741,2012,2014,Expired,Primary,No
22742,2012,2017,Active,Primary,Yes
22743,2012,2013,Expired,Primary,No
22745,2012,2013,Expired,Primary,No
22746,2012,2013,Expired,Primary,No
22747,2012,2013,Expired,Primary,No
22748,2012,2013,Expired,Primary,No
22752,2012,2014,Expired,Primary,No
22753,2012,2014,Expired,Primary,No
22754,2012,2013,Expired,Primary,No
22756,2012,2014,Expired,Primary,No
22758,2012,2013,Expired,Primary,No
22759,2012,2013,Expired,Primary,No
22760,2012,2013,Expired,Primary,No
22761,2012,2013,Expired,Primary,No
22762,2012,2017,Active,Primary,Yes
22763,2012,2017,Active,Primary,Yes
22764,2012,2017,Active,Primary,Yes
22765,2012,2014,Expired,Primary,No
22766,2012,2013,Expired,Primary,No
22769,2012,2017,Active,Primary,Yes
22770,2012,2017,Active,Primary,Yes
22772,2012,2017,Active,Primary,Yes
22773,2012,2015,Expired,Primary,No
22774,2012,2013,Expired,Primary,No
22775,2012,2014,Expired,Primary,No
22777,2012,2013,Expired,Primary,No
22778,2012,2013,Expired,Primary,No
22780,2012,2017,Active,Primary,Yes
22781,2012,2013,Expired,Primary,No
22782,2012,2013,Expired,Primary,No
22783,2012,2013,Expired,Primary,No
22784,2012,2013,Expired,Primary,No
22785,2012,2013,Expired,Primary,No
22786,2012,2013,Expired,Primary,No
22787,2012,2013,Expired,Primary,No
22788,2012,2013,Expired,Primary,No
22790,2012,2013,Expired,Primary,No
22792,2012,2014,Expired,Primary,No
22793,2012,2017,Active,Primary,Yes
22794,2012,2013,Expired,Primary,No
22795,2012,2017,Active,Primary,Yes
22796,2012,2013,Expired,Primary,No
22797,2012,2013,Expired,Primary,No
22798,2012,2013,Expired,Primary,No
22799,2012,2013,Expired,Primary,No
22800,2012,2013,Expired,Primary,No
22802,2012,2013,Expired,Primary,No
22803,2012,2017,Active,Primary,Yes
22804,2012,2013,Expired,Primary,No
22805,2012,2018,Active,Primary,Yes
22806,2012,2013,Expired,Primary,No
22807,2012,2013,Expired,Primary,No
22808,2012,2013,Expired,Primary,No
22810,2012,2016,Expired,Primary,Yes
22811,2012,2013,Expired,Primary,No
22812,2012,2017,Active,Primary,Yes
22814,2012,2013,Expired,Primary,No
22815,2012,2017,Active,Primary,Yes
22816,2012,2014,Expired,Primary,No
22817,2012,2013,Expired,Primary,No
22818,2012,2015,Expired,Primary,No
22819,2012,2013,Expired,Primary,No
22821,2012,2013,Expired,Primary,No
22823,2012,2016,Expired,Primary,Yes
22825,2012,2015,Expired,Primary,No
22827,2012,2018,Active,Primary,Yes
22829,2012,2017,Active,Primary,Yes
22830,2012,2013,Expired,Primary,No
22831,2012,2013,Expired,Primary,No
22833,2012,2013,Expired,Primary,No
22835,2012,2016,Expired,Primary,Yes
22836,2012,2017,Active,Primary,Yes
22837,2012,2013,Expired,Primary,No
22838,2012,2013,Expired,Primary,No
22839,2012,2014,Expired,Primary,No
22840,2012,2016,Active,Primary,Yes
22841,2012,2013,Expired,Primary,No
22842,2012,2017,Active,Primary,Yes
22843,2012,2013,Expired,Primary,No
22844,2012,2016,Expired,Primary,Yes
22845,2012,2013,Expired,Primary,No
22846,2012,2014,Expired,Primary,No
22848,2012,2013,Expired,Primary,No
22849,2012,2013,Expired,Primary,No
22850,2012,2018,Active,Primary,Yes
22851,2012,2013,Expired,Primary,No
22852,2012,2014,Expired,Primary,No
22853,2012,2017,Active,Primary,Yes
22855,2012,2013,Expired,Primary,No
22856,2012,2014,Expired,Primary,No
22857,2012,2013,Expired,Primary,No
22859,2012,2015,Expired,Primary,No
22860,2012,2016,Expired,Primary,Yes
22862,2012,2013,Expired,Primary,No
22863,2012,2017,Active,Primary,Yes
22864,2012,2014,Expired,Primary,No
22866,2012,2016,Expired,Primary,Yes
22867,2012,2013,Expired,Primary,No
22869,2012,2015,Expired,Primary,No
22871,2012,2014,Expired,Primary,No
22872,2012,2013,Expired,Primary,No
22874,2012,2015,Expired,Primary,No
22875,2012,2018,Active,Primary,Yes
22876,2012,2017,Active,Primary,Yes
22877,2012,2013,Expired,Primary,No
22878,2012,2013,Expired,Primary,No
22879,2012,2017,Active,Primary,Yes
22880,2012,2013,Expired,Primary,No
22885,2012,2013,Expired,Primary,No
22886,2012,2013,Expired,Primary,No
22887,2012,2013,Expired,Primary,No
22888,2012,2013,Expired,Primary,No
22889,2012,2016,Expired,Primary,Yes
22890,2012,2017,Active,Primary,Yes
22891,2012,2013,Expired,Primary,No
22892,2012,2013,Expired,Primary,No
22893,2012,2013,Expired,Primary,No
22895,2012,2013,Expired,Primary,No
22896,2012,2016,Expired,Primary,Yes
22897,2012,2013,Expired,Primary,No
22899,2012,2015,Expired,Primary,No
22900,2012,2013,Expired,Primary,No
22901,2012,2017,Active,Primary,Yes
22903,2012,2013,Expired,Primary,No
22904,2012,2017,Active,Primary,Yes
22905,2012,2012,Expired,Primary,No
22906,2012,2017,Active,Primary,Yes
22907,2012,2012,Expired,Primary,No
22909,2012,2017,Active,Primary,Yes
22910,2012,2017,Active,Primary,Yes
22911,2012,2017,Active,Primary,Yes
22913,2012,2017,Active,Primary,Yes
22914,2012,2013,Expired,Primary,No
22915,2012,2014,Expired,Primary,No
22916,2012,2013,Expired,Primary,No
22917,2012,2014,Expired,Primary,No
22918,2012,2013,Expired,Primary,No
22920,2012,2016,Expired,Primary,Yes
22922,2012,2013,Expired,Primary,No
22924,2012,2013,Expired,Primary,No
22925,2012,2015,Expired,Primary,No
22927,2012,2013,Expired,Primary,No
22928,2012,2013,Expired,Primary,No
22929,2012,2013,Expired,Primary,No
22930,2012,2015,Expired,Primary,No
22931,2012,2013,Expired,Primary,No
22932,2012,2014,Expired,Primary,No
22933,2012,2013,Expired,Primary,No
22934,2012,2013,Expired,Primary,No
22935,2012,2014,Expired,Primary,No
22936,2012,2016,Expired,Primary,Yes
22937,2012,2014,Expired,Primary,No
22938,2012,2017,Active,Primary,Yes
22941,2012,2016,Expired,Primary,Yes
22943,2012,2013,Expired,Primary,No
22945,2012,2017,Active,Primary,Yes
22946,2012,2017,Active,Primary,Yes
22947,2012,2013,Expired,Primary,No
22948,2012,2013,Expired,Primary,No
22949,2012,2013,Expired,Primary,No
22950,2012,2014,Expired,Primary,No
22951,2012,2015,Expired,Primary,No
22952,2012,2013,Expired,Primary,No
22953,2012,2015,Expired,Primary,No
22954,2012,2013,Expired,Primary,No
22955,2012,2015,Expired,Primary,No
22956,2012,2014,Expired,Primary,No
22957,2012,2017,Active,Primary,Yes
22959,2012,2016,Expired,Primary,Yes
22960,2012,2017,Active,Primary,Yes
22961,2012,2018,Active,Primary,Yes
22963,2012,2013,Expired,Primary,No
22964,2012,2013,Expired,Primary,No
22965,2012,2013,Expired,Primary,No
22966,2012,2013,Expired,Primary,No
22967,2012,2013,Expired,Primary,No
22968,2012,2014,Expired,Primary,No
22969,2012,2017,Active,Primary,Yes
22970,2012,2013,Expired,Primary,No
22972,2012,2018,Active,Primary,Yes
22975,2012,2013,Expired,Primary,No
22976,2012,2013,Expired,Primary,No
22977,2012,2013,Expired,Primary,No
22979,2012,2014,Expired,Primary,No
22980,2012,2014,Expired,Primary,No
22981,2012,2015,Expired,Primary,No
22982,2012,2019,Active,Primary,Yes
22983,2012,2013,Expired,Primary,No
22984,2012,2014,Expired,Primary,No
22985,2012,2013,Expired,Primary,No
22986,2012,2014,Expired,Primary,No
22987,2012,2014,Expired,Primary,No
22988,2012,2013,Expired,Primary,No
22990,2012,2014,Expired,Primary,No
22991,2012,2013,Expired,Primary,No
22992,2012,2014,Expired,Primary,No
22993,2012,2017,Active,Primary,Yes
22994,2012,2015,Expired,Primary,No
22996,2012,2018,Active,Primary,Yes
22997,2012,2013,Expired,Primary,No
22998,2012,2015,Expired,Primary,No
22999,2013,2017,Active,Primary,Yes
23000,2012,2013,Expired,Primary,No
23001,2012,2017,Active,Primary,Yes
23002,2012,2012,Expired,Primary,No
23003,2012,2013,Expired,Primary,No
23004,2012,2013,Expired,Primary,No
23007,2012,2014,Expired,Primary,No
23008,2012,2013,Expired,Primary,No
23010,2012,2016,Active,Primary,Yes
23011,2012,2013,Expired,Primary,No
23013,2012,2017,Active,Primary,Yes
23014,2012,2013,Expired,Primary,No
23015,2012,2013,Expired,Primary,No
23016,2012,2015,Expired,Primary,No
23017,2012,2015,Expired,Primary,No
23021,2012,2013,Expired,Primary,No
23022,2012,2018,Active,Primary,Yes
23025,2012,2017,Active,Primary,Yes
23027,2012,2014,Expired,Primary,No
23028,2012,2017,Active,Primary,Yes
23029,2012,2017,Active,Primary,Yes
23030,2012,2016,Expired,Primary,Yes
23031,2012,2013,Expired,Primary,No
23032,2012,2013,Expired,Primary,No
23033,2012,2013,Expired,Primary,No
23034,2012,2015,Expired,Primary,No
23035,2012,2016,Active,Primary,Yes
23036,2012,2013,Expired,Primary,No
23037,2012,2016,Expired,Primary,Yes
23039,2012,2016,Expired,Primary,Yes
23040,2012,2013,Expired,Primary,No
23041,2012,2013,Expired,Primary,No
23042,2012,2013,Expired,Primary,No
23043,2012,2014,Expired,Primary,No
23044,2012,2013,Expired,Primary,No
23045,2012,2015,Expired,Primary,No
23046,2012,2013,Expired,Primary,No
23047,2012,2014,Expired,Primary,No
23048,2012,2013,Expired,Primary,No
23049,2012,2015,Expired,Primary,No
23050,2012,2016,Active,Primary,Yes
23053,2012,2013,Expired,Primary,No
23055,2012,2018,Active,Primary,Yes
23057,2012,2013,Expired,Primary,No
23058,2012,2013,Expired,Primary,No
23060,2012,2014,Expired,Primary,No
23061,2012,2017,Active,Primary,Yes
23062,2012,2017,Active,Primary,Yes
23063,2012,2016,Expired,Primary,Yes
23064,2012,2013,Expired,Primary,No
23065,2012,2013,Expired,Primary,No
23066,2012,2013,Expired,Primary,No
23067,2012,2013,Expired,Primary,No
23068,2012,2017,Active,Primary,Yes
23069,2012,2017,Active,Primary,Yes
23070,2012,2013,Expired,Primary,No
23072,2012,2016,Expired,Primary,Yes
23073,2012,2013,Expired,Primary,No
23074,2012,2017,Active,Primary,Yes
23076,2012,2013,Expired,Primary,No
23077,2012,2017,Active,Primary,Yes
23080,2012,2014,Expired,Primary,No
23081,2012,2017,Active,Primary,Yes
23085,2012,2014,Expired,Primary,No
23086,2012,2013,Expired,Primary,No
23088,2012,2013,Expired,Primary,No
23089,2012,2013,Expired,Primary,No
23090,2012,2013,Expired,Primary,No
23091,2012,2013,Expired,Primary,No
23092,2012,2013,Expired,Primary,No
23094,2012,2017,Active,Primary,Yes
23095,2012,2015,Expired,Primary,No
23096,2012,2013,Expired,Primary,No
23097,2012,2013,Expired,Primary,No
23098,2012,2017,Active,Primary,Yes
23099,2012,2017,Active,Primary,Yes
23101,2012,2014,Expired,Primary,No
23102,2012,2017,Active,Primary,Yes
23103,2012,2013,Expired,Primary,No
23104,2012,2015,Expired,Primary,No
23105,2012,2014,Expired,Primary,No
23107,2012,2014,Expired,Primary,No
23110,2012,2017,Active,Primary,Yes
23112,2012,2017,Active,Primary,Yes
23113,2012,2017,Active,Primary,Yes
23114,2012,2015,Expired,Primary,No
23115,2012,2017,Active,Primary,Yes
23117,2012,2017,Active,Primary,Yes
23118,2012,2013,Expired,Primary,No
23119,2012,2015,Expired,Primary,No
23121,2012,2013,Expired,Primary,No
23122,2012,2015,Expired,Primary,No
23123,2012,2013,Expired,Primary,No
23124,2012,2013,Expired,Primary,No
23125,2012,2017,Active,Primary,Yes
23126,2012,2013,Expired,Primary,No
23127,2012,2013,Expired,Primary,No
23128,2012,2013,Expired,Primary,No
23129,2012,2013,Expired,Primary,No
23130,2012,2017,Active,Primary,Yes
23131,2012,2017,Active,Primary,Yes
23132,2012,2017,Active,Primary,Yes
23133,2012,2015,Expired,Primary,No
23134,2012,2013,Expired,Primary,No
23135,2012,2017,Active,Primary,Yes
23136,2012,2018,Active,Primary,Yes
23143,2012,2014,Expired,Primary,No
23144,2012,2017,Active,Primary,Yes
23145,2012,2013,Expired,Primary,No
23147,2012,2017,Active,Primary,Yes
23148,2012,2013,Expired,Primary,No
23149,2012,2013,Expired,Primary,No
23151,2012,2013,Expired,Primary,No
23153,2012,2013,Expired,Primary,No
23154,2012,2015,Expired,Primary,No
23155,2012,2013,Expired,Primary,No
23156,2012,2017,Active,Primary,Yes
23157,2012,2017,Active,Primary,Yes
23158,2012,2013,Expired,Primary,No
23161,2012,2013,Expired,Primary,No
23162,2012,2014,Expired,Primary,No
23163,2012,2017,Active,Primary,Yes
23164,2012,2013,Expired,Primary,No
23165,2012,2013,Expired,Primary,No
23166,2012,2015,Expired,Primary,No
23167,2012,2013,Expired,Primary,No
23169,2012,2013,Expired,Primary,No
23170,2012,2017,Active,Primary,Yes
23171,2012,2013,Expired,Primary,No
23173,2012,2017,Active,Primary,Yes
23175,2012,2013,Expired,Primary,No
23176,2012,2016,Expired,Primary,Yes
23177,2012,2014,Expired,Primary,No
23179,2012,2017,Active,Primary,Yes
23180,2012,2014,Expired,Primary,No
23181,2012,2017,Active,Primary,Yes
23182,2012,2014,Expired,Primary,No
23183,2012,2017,Active,Primary,Yes
23184,2012,2015,Expired,Primary,No
23185,2012,2016,Expired,Primary,Yes
23186,2012,2017,Active,Primary,Yes
23187,2012,2016,Expired,Primary,Yes
23189,2012,2013,Expired,Primary,No
23190,2012,2015,Expired,Primary,No
23191,2012,2017,Active,Primary,Yes
23192,2012,2013,Expired,Primary,No
23193,2012,2013,Expired,Primary,No
23194,2012,2017,Active,Primary,Yes
23195,2012,2015,Expired,Primary,No
23196,2012,2014,Expired,Primary,No
23197,2012,2017,Active,Primary,Yes
23198,2012,2014,Expired,Primary,No
23199,2012,2015,Expired,Primary,No
23200,2012,2017,Active,Primary,Yes
23201,2012,2015,Expired,Primary,No
23205,2012,2017,Active,Primary,Yes
23206,2012,2013,Expired,Primary,No
23207,2012,2018,Active,Primary,Yes
23208,2012,2013,Expired,Primary,No
23210,2012,2013,Expired,Primary,No
23211,2012,2014,Expired,Primary,No
23212,2012,2014,Expired,Primary,No
23214,2012,2017,Active,Primary,Yes
23215,2012,2017,Active,Primary,Yes
23216,2012,2013,Expired,Primary,No
23219,2012,2013,Expired,Primary,No
23220,2012,2013,Expired,Primary,No
23221,2012,2019,Active,Primary,Yes
23222,2012,2016,Expired,Primary,Yes
23223,2012,2013,Expired,Primary,No
23224,2012,2013,Expired,Primary,No
23225,2012,2013,Expired,Primary,No
23226,2012,2013,Expired,Primary,No
23227,2012,2015,Expired,Primary,No
23228,2012,2016,Expired,Primary,Yes
23229,2012,2017,Active,Primary,Yes
23230,2012,2013,Expired,Primary,No
23232,2012,2013,Expired,Primary,No
23233,2012,2017,Active,Primary,Yes
23234,2012,2014,Expired,Primary,No
23235,2012,2015,Expired,Primary,No
23236,2012,2013,Expired,Primary,No
23237,2012,2015,Expired,Primary,No
23239,2012,2019,Active,Primary,Yes
23240,2012,2015,Expired,Primary,No
23242,2012,2013,Expired,Primary,No
23243,2012,2013,Expired,Primary,No
23244,2012,2015,Expired,Primary,No
23245,2012,2017,Active,Primary,Yes
23246,2012,2014,Expired,Primary,No
23247,2012,2015,Expired,Primary,No
23248,2012,2016,Expired,Primary,Yes
23249,2012,2017,Active,Primary,Yes
23250,2012,2014,Expired,Primary,No
23251,2012,2013,Expired,Primary,No
23253,2012,2016,Expired,Primary,Yes
23254,2012,2013,Expired,Primary,No
23255,2012,2013,Expired,Primary,No
23256,2012,2015,Expired,Primary,No
23259,2012,2013,Expired,Primary,No
23260,2012,2015,Expired,Primary,No
23261,2012,2014,Expired,Primary,No
23262,2012,2013,Expired,Primary,No
23263,2012,2015,Expired,Primary,No
23264,2012,2013,Expired,Primary,No
23265,2012,2018,Active,Primary,Yes
23266,2012,2015,Expired,Primary,No
23268,2012,2014,Expired,Primary,No
23269,2012,2015,Expired,Primary,No
23271,2012,2013,Expired,Primary,No
23273,2012,2013,Expired,Primary,No
23274,2012,2018,Active,Primary,Yes
23275,2012,2017,Active,Primary,Yes
23276,2012,2016,Expired,Primary,Yes
23278,2013,2015,Expired,Primary,No
23279,2012,2017,Active,Primary,Yes
23280,2012,2013,Expired,Primary,No
23281,2012,2017,Active,Primary,Yes
23282,2012,2013,Expired,Primary,No
23283,2012,2014,Expired,Primary,No
23284,2012,2015,Expired,Primary,No
23285,2012,2013,Expired,Primary,No
23287,2012,2013,Expired,Primary,No
23288,2012,2013,Expired,Primary,No
23289,2012,2013,Expired,Primary,No
23291,2012,2014,Expired,Primary,No
23292,2012,2013,Expired,Primary,No
23293,2012,2018,Active,Primary,Yes
23294,2012,2016,Expired,Primary,Yes
23295,2012,2018,Active,Primary,Yes
23296,2012,2013,Expired,Primary,No
23297,2012,2014,Expired,Primary,No
23299,2012,2014,Expired,Primary,No
23300,2012,2013,Expired,Primary,No
23301,2012,2013,Expired,Primary,No
23302,2012,2013,Expired,Primary,No
23303,2012,2013,Expired,Primary,No
23305,2012,2017,Active,Primary,Yes
23307,2012,2014,Expired,Primary,No
23308,2012,2013,Expired,Primary,No
23309,2012,2014,Expired,Primary,No
23310,2012,2014,Expired,Primary,No
23311,2012,2014,Expired,Primary,No
23312,2012,2013,Expired,Primary,No
23313,2012,2013,Expired,Primary,No
23314,2012,2013,Expired,Primary,No
23315,2012,2017,Active,Primary,Yes
23317,2012,2014,Expired,Primary,No
23318,2012,2015,Expired,Primary,No
23321,2012,2014,Expired,Primary,No
23322,2012,2015,Expired,Primary,No
23323,2012,2017,Active,Primary,Yes
23325,2012,2013,Expired,Primary,No
23326,2012,2013,Expired,Primary,No
23327,2012,2014,Expired,Primary,No
23328,2012,2017,Active,Primary,Yes
23330,2012,2015,Expired,Primary,No
23331,2012,2014,Expired,Primary,No
23333,2012,2016,Expired,Primary,Yes
23334,2012,2013,Expired,Primary,No
23335,2012,2015,Expired,Primary,No
23337,2012,2014,Expired,Primary,No
23338,2012,2017,Active,Primary,Yes
23340,2012,2014,Expired,Primary,No
23341,2012,2013,Expired,Primary,No
23342,2012,2016,Expired,Primary,Yes
23343,2012,2013,Expired,Primary,No
23344,2012,2013,Expired,Primary,No
23345,2012,2015,Expired,Primary,No
23346,2012,2015,Expired,Primary,No
23347,2012,2016,Expired,Primary,Yes
23348,2012,2017,Active,Primary,Yes
23349,2012,2013,Expired,Primary,No
23350,2012,2014,Expired,Primary,No
23351,2012,2014,Expired,Primary,No
23353,2012,2015,Expired,Primary,No
23354,2012,2015,Expired,Primary,No
23356,2012,2013,Expired,Primary,No
23357,2012,2015,Expired,Primary,No
23358,2012,2019,Active,Primary,Yes
23359,2012,2016,Active,Primary,Yes
23360,2012,2014,Expired,Primary,No
23361,2012,2014,Expired,Primary,No
23362,2012,2014,Expired,Primary,No
23363,2012,2017,Active,Primary,Yes
23364,2012,2017,Active,Primary,Yes
23365,2012,2015,Expired,Primary,No
23366,2012,2013,Expired,Primary,No
23367,2012,2016,Expired,Primary,Yes
23368,2012,2013,Expired,Primary,No
23370,2012,2013,Expired,Primary,No
23371,2012,2013,Expired,Primary,No
23372,2012,2014,Expired,Primary,No
23373,2012,2017,Active,Primary,Yes
23374,2012,2013,Expired,Primary,No
23376,2012,2016,Expired,Primary,Yes
23377,2012,2013,Expired,Primary,No
23378,2012,2017,Active,Primary,Yes
23379,2012,2014,Expired,Primary,No
23380,2012,2015,Expired,Primary,No
23381,2012,2013,Expired,Primary,No
23382,2012,2018,Active,Primary,Yes
23383,2012,2014,Expired,Primary,No
23384,2012,2013,Expired,Primary,No
23385,2012,2017,Active,Primary,Yes
23386,2012,2014,Expired,Primary,No
23387,2012,2013,Expired,Primary,No
23388,2012,2013,Expired,Primary,No
23389,2012,2017,Active,Primary,Yes
23391,2012,2017,Active,Primary,Yes
23392,2012,2016,Expired,Primary,Yes
23393,2012,2017,Active,Primary,Yes
23394,2012,2013,Expired,Primary,No
23395,2012,2013,Expired,Primary,No
23396,2012,2017,Active,Primary,Yes
23398,2012,2017,Active,Primary,Yes
23399,2012,2013,Expired,Primary,No
23400,2012,2017,Active,Primary,Yes
23401,2012,2019,Active,Primary,Yes
23402,2012,2016,Expired,Primary,Yes
23403,2012,2014,Expired,Primary,No
23404,2012,2017,Active,Primary,Yes
23405,2012,2014,Expired,Primary,No
23407,2012,2013,Expired,Primary,No
23408,2012,2017,Active,Primary,Yes
23409,2012,2014,Expired,Primary,No
23411,2012,2013,Expired,Primary,No
23412,2012,2013,Expired,Primary,No
23413,2012,2013,Expired,Primary,No
23414,2012,2013,Expired,Primary,No
23415,2012,2013,Expired,Primary,No
23417,2012,2018,Active,Primary,Yes
23420,2012,2018,Active,Primary,Yes
23421,2012,2016,Expired,Primary,Yes
23422,2012,2013,Expired,Primary,No
23423,2012,2013,Expired,Primary,No
23424,2012,2016,Active,Primary,Yes
23425,2012,2016,Expired,Primary,Yes
23427,2012,2013,Expired,Primary,No
23428,2012,2013,Expired,Primary,No
23429,2012,2013,Expired,Primary,No
23430,2012,2017,Active,Primary,Yes
23431,2012,2014,Expired,Primary,No
23432,2012,2017,Active,Primary,Yes
23433,2012,2013,Expired,Primary,No
23434,2012,2016,Expired,Primary,Yes
23435,2012,2014,Expired,Primary,No
23436,2012,2019,Active,Primary,Yes
23437,2012,2019,Active,Primary,Yes
23439,2012,2017,Active,Primary,Yes
23440,2012,2013,Expired,Primary,No
23441,2012,2016,Expired,Primary,Yes
23442,2012,2017,Active,Primary,Yes
23443,2012,2015,Expired,Primary,No
23444,2012,2016,Expired,Primary,Yes
23446,2012,2013,Expired,Primary,No
23448,2012,2013,Expired,Primary,No
23449,2012,2013,Expired,Primary,No
23450,2012,2017,Active,Primary,Yes
23451,2012,2013,Expired,Primary,No
23452,2012,2020,Active,Primary,Yes
23454,2012,2013,Expired,Primary,No
23455,2012,2013,Expired,Primary,No
23456,2012,2013,Expired,Primary,No
23457,2012,2013,Expired,Primary,No
23458,2012,2019,Active,Primary,Yes
23459,2012,2017,Active,Primary,Yes
23460,2012,2014,Expired,Primary,No
23462,2012,2013,Expired,Primary,No
23463,2012,2013,Expired,Primary,No
23464,2012,2017,Active,Primary,Yes
23465,2012,2013,Expired,Primary,No
23466,2012,2014,Expired,Primary,No
23467,2012,2013,Expired,Primary,No
23468,2012,2017,Active,Primary,Yes
23470,2012,2015,Expired,Primary,No
23471,2012,2013,Expired,Primary,No
23472,2012,2013,Expired,Primary,No
23473,2012,2013,Expired,Primary,No
23474,2012,2015,Expired,Primary,No
23475,2012,2014,Expired,Primary,No
23476,2012,2017,Active,Primary,Yes
23479,2012,2017,Active,Primary,Yes
